pid	rank	img_idx	img_label	score	path
0479	8	7659	0535	0.336587	
0479	9	13122	1181	0.336024	
0479	10	10757	0888	0.335920	
0498	1	5797	0286	0.375228	
0498	2	4516	0186	0.374194	
0498	3	3057	0019	0.373478	
0498	4	4507	0186	0.370432	
0498	5	13791	1251	0.369400	
0498	6	5775	0286	0.368194	
0498	7	13788	1251	0.366365	
0498	8	5788	0286	0.364856	
0498	9	12234	1083	0.363680	
0498	10	5786	0286	0.361810	
0521	1	7968	0580	0.352003	
0521	2	7989	0582	0.351484	
0521	3	13385	1208	0.351452	
0521	4	7310	0495	0.344857	
0521	5	6419	0363	0.344781	
0521	6	7985	0582	0.341387	
0521	7	7519	0521	0.340494	
0521	8	5632	0274	0.339807	
0521	9	5948	0295	0.338330	
0521	10	3260	0049	0.338213	
0562	1	11119	0934	0.352835	
0562	2	2203	0000	0.348583	
0562	3	7100	0469	0.341314	
0562	4	5072	0228	0.340540	
0562	5	10117	0797	0.339331	
0562	6	13430	1212	0.339126	
0562	7	6487	0372	0.339101	
0562	8	1557	0000	0.335660	
0562	9	12058	1065	0.334529	
0562	10	8448	0632	0.332116	
0585	1	9100	0715	0.383340	
0585	2	5735	0284	0.382117	
0585	3	5749	0284	0.379510	
0585	4	5757	0284	0.374588	
0585	5	1761	0000	0.374173	
0585	6	6587	0388	0.371617	
0585	7	11119	0934	0.368684	
0585	8	14756	1356	0.368663	
0585	9	11882	1054	0.367636	
0585	10	6876	0447	0.367165	
0591	1	8700	0678	0.376830	
0591	2	4507	0186	0.360213	
0591	3	14262	1301	0.354582	
0591	4	4694	0198	0.354508	
0591	5	10528	0845	0.353764	
0591	6	5795	0286	0.352886	
0591	7	8699	0678	0.351258	
0591	8	15542	1450	0.350724	
0591	9	7482	0514	0.350214	
0591	10	14862	1362	0.350080	
0732	1	2993	0016	0.329904	
0732	2	8259	0610	0.329442	
0732	3	7884	0574	0.328167	
0732	4	4469	0183	0.325023	
0732	5	11408	0983	0.319615	
0732	6	9864	0771	0.319489	
0732	7	5626	0271	0.318442	
0732	8	13658	1233	0.317105	
0732	9	7012	0461	0.316809	
0732	10	11967	1061	0.316677	
0740	1	9582	0740	0.373990	
0740	2	11002	0923	0.373692	
0740	3	13624	1229	0.371800	
0740	4	10762	0889	0.370007	
0740	5	13347	1203	0.365959	
0740	6	10761	0889	0.365103	
0740	7	10076	0794	0.362194	
0740	8	8357	0625	0.361285	
0740	9	10728	0881	0.360545	
0740	10	13351	1203	0.357006	
0747	1	4280	0156	0.349489	
0747	2	258	0000	0.347749	
0747	3	6909	0448	0.347100	
0747	4	6089	0319	0.344748	
0747	5	6915	0448	0.343042	
0747	6	15095	1388	0.341190	
0747	7	10930	0916	0.339814	
0747	8	7141	0474	0.339119	
0747	9	15656	1472	0.338634	
0747	10	11104	0932	0.337622	
0778	1	9944	0778	0.360980	
0778	2	9927	0778	0.359563	
0778	3	4137	0146	0.355874	
0778	4	4234	0155	0.355550	
0778	5	6289	0345	0.353885	
0778	6	11914	1057	0.352233	
0778	7	7316	0495	0.350846	
0778	8	6892	0447	0.348975	
0778	9	6281	0345	0.347115	
0778	10	3986	0133	0.346583	
0819	1	7015	0461	0.338604	
0819	2	7013	0461	0.335303	
0819	3	7288	0493	0.330244	
0819	4	2400	0000	0.328212	
0819	5	7012	0461	0.328194	
0819	6	7009	0461	0.325502	
0819	7	5923	0294	0.323271	
0819	8	4429	0182	0.322096	
0819	9	11119	0934	0.321709	
0819	10	11880	1053	0.321477	
0910	1	11973	1062	0.373515	
0910	2	7809	0561	0.360852	
0910	3	11330	0968	0.359515	
0910	4	7009	0461	0.357931	
0910	5	7375	0502	0.356836	
0910	6	6638	0396	0.354965	
0910	7	14448	1319	0.354087	
0910	8	4959	0220	0.353452	
0910	9	6645	0396	0.350091	
0910	10	3797	0101	0.349911	
0913	1	12867	1153	0.372767	
0913	2	8670	0672	0.364683	
0913	3	8685	0672	0.361942	
0913	4	14967	1376	0.360913	
0913	5	4584	0189	0.360622	
0913	6	9325	0725	0.358658	
0913	7	14336	1310	0.358115	
0913	8	9182	0720	0.357475	
0913	9	9313	0723	0.357372	
0913	10	15823	1497	0.355359	
0966	1	8392	0626	0.337745	
0966	2	8381	0626	0.337126	
0966	3	8380	0626	0.330400	
0966	4	8388	0626	0.328452	
0966	5	8391	0626	0.324338	
0966	6	7911	0577	0.322037	
0966	7	7012	0461	0.319914	
0966	8	7884	0574	0.318929	
0966	9	8768	0684	0.317250	
0966	10	13256	1191	0.316847	
0996	1	10761	0889	0.364892	
0996	2	13624	1229	0.364798	
0996	3	3295	0051	0.364668	
0996	4	5562	0270	0.363553	
0996	5	12233	1083	0.363230	
0996	6	8424	0631	0.361915	
0996	7	12234	1083	0.360919	
0996	8	13347	1203	0.359047	
0996	9	14719	1354	0.358807	
0996	10	10079	0794	0.357748	
1084	1	4162	0147	0.395008	
1084	2	4161	0147	0.385416	
1084	3	10035	0789	0.383322	
1084	4	4166	0147	0.382171	
1084	5	7644	0533	0.381766	
1084	6	10225	0808	0.381536	
1084	7	13491	1215	0.380915	
1084	8	4160	0147	0.378501	
1084	9	10344	0817	0.374529	
1084	10	10036	0789	0.373490	
1148	1	8700	0678	0.345825	
1148	2	12783	1148	0.345554	
1148	3	12781	1148	0.338005	
1148	4	8706	0678	0.334267	
1148	5	11934	1059	0.333808	
1148	6	4678	0198	0.332659	
1148	7	12788	1148	0.332625	
1148	8	12767	1148	0.331622	
1148	9	8699	0678	0.331226	
1148	10	4516	0186	0.331162	
1161	1	9763	0763	0.367709	
1161	2	11914	1057	0.358622	
1161	3	3986	0133	0.355158	
1161	4	9927	0778	0.354923	
1161	5	6891	0447	0.354543	
1161	6	7577	0526	0.353559	
1161	7	6289	0345	0.353492	
1161	8	6892	0447	0.352495	
1161	9	9944	0778	0.350340	
1161	10	4137	0146	0.350064	
1187	1	11119	0934	0.359819	
1187	2	7288	0493	0.341488	
1187	3	15381	1425	0.335026	
1187	4	13435	1212	0.334335	
1187	5	13818	1256	0.333284	
1187	6	8976	0695	0.333197	
1187	7	11118	0934	0.331941	
1187	8	7085	0469	0.331735	
1187	9	15376	1425	0.331490	
1187	10	7386	0502	0.330285	
1233	1	2993	0016	0.344621	
1233	2	8259	0610	0.340802	
1233	3	7884	0574	0.339183	
1233	4	4469	0183	0.332115	
1233	5	11408	0983	0.330850	
1233	6	13658	1233	0.330616	
1233	7	14395	1314	0.330572	
1233	8	11967	1061	0.329496	
1233	9	9864	0771	0.327617	
1233	10	5626	0271	0.326708	
1236	1	12867	1153	0.393093	
1236	2	9218	0721	0.380623	
1236	3	9997	0786	0.373907	
1236	4	8670	0672	0.373558	
1236	5	9240	0721	0.371249	
1236	6	4584	0189	0.370525	
1236	7	5831	0289	0.370382	
1236	8	9182	0720	0.370084	
1236	9	15636	1465	0.369917	
1236	10	13479	1214	0.369852	
1262	1	8700	0678	0.372554	
1262	2	8713	0678	0.361822	
1262	3	14862	1362	0.361666	
1262	4	8706	0678	0.356495	
1262	5	8699	0678	0.354047	
1262	6	15857	1498	0.353632	
1262	7	4678	0198	0.353566	
1262	8	14959	1375	0.353198	
1262	9	8712	0678	0.352348	
1262	10	15348	1423	0.352021	
1265	1	8700	0678	0.373256	
1265	2	8713	0678	0.362163	
1265	3	8699	0678	0.360237	
1265	4	8706	0678	0.354535	
1265	5	14862	1362	0.353478	
1265	6	8712	0678	0.352348	
1265	7	4678	0198	0.351886	
1265	8	5525	0265	0.350000	
1265	9	4694	0198	0.349469	
1265	10	15857	1498	0.345030	
1324	1	9944	0778	0.353358	
1324	2	4137	0146	0.349844	
1324	3	9943	0778	0.348746	
1324	4	7577	0526	0.346184	
1324	5	8886	0691	0.345494	
1324	6	3986	0133	0.345450	
1324	7	11914	1057	0.345204	
1324	8	9941	0778	0.345077	
1324	9	7316	0495	0.344557	
1324	10	9927	0778	0.344463	
1351	1	13793	1251	0.384220	
1351	2	13788	1251	0.379901	
1351	3	13794	1251	0.375742	
1351	4	3053	0019	0.370445	
1351	5	4516	0186	0.369220	
1351	6	4507	0186	0.368389	
1351	7	14702	1351	0.365721	
1351	8	14708	1351	0.365673	
1351	9	5797	0286	0.363259	
1351	10	14269	1301	0.362859	
1395	1	3556	0080	0.355008	
1395	2	11698	1026	0.352102	
1395	3	13443	1212	0.347322	
1395	4	11104	0932	0.346182	
1395	5	11967	1061	0.345140	
1395	6	11475	0993	0.344719	
1395	7	2993	0016	0.344709	
1395	8	13434	1212	0.344150	
1395	9	7837	0567	0.342012	
1395	10	2203	0000	0.341089	
1438	1	5749	0284	0.361107	
1438	2	4318	0161	0.360587	
1438	3	5734	0284	0.356317	
1438	4	4429	0182	0.355401	
1438	5	5757	0284	0.352033	
1438	6	7968	0580	0.347793	
1438	7	1761	0000	0.343315	
1438	8	4426	0182	0.343101	
1438	9	11119	0934	0.342933	
1438	10	6420	0363	0.342352	
1444	1	2993	0016	0.365107	
1444	2	8259	0610	0.361154	
1444	3	11408	0983	0.355224	
1444	4	13658	1233	0.351661	
1444	5	7884	0574	0.351085	
1444	6	14364	1311	0.349634	
1444	7	11967	1061	0.348799	
1444	8	13617	1228	0.348763	
1444	9	14383	1314	0.346397	
1444	10	14581	1337	0.346284	
1477	1	11104	0932	0.364161	
1477	2	2203	0000	0.360076	
1477	3	13163	1184	0.359361	
1477	4	6672	0405	0.357815	
1477	5	11809	1042	0.356497	
1477	6	14713	1352	0.356038	
1477	7	13462	1212	0.354961	
1477	8	6487	0372	0.354395	
1477	9	9763	0763	0.354146	
1477	10	5547	0267	0.352715	
1498	1	8700	0678	0.383951	
1498	2	5797	0286	0.376413	
1498	3	14862	1362	0.373618	
1498	4	8699	0678	0.371447	
1498	5	10858	0909	0.368133	
1498	6	10453	0829	0.366097	
1498	7	15857	1498	0.364814	
1498	8	15880	1498	0.364431	
1498	9	5525	0265	0.361384	
1498	10	4694	0198	0.360955	
