pid	rank	img_idx	img_label	score	path
0431	9	11183	0949	0.332180	
0431	10	13618	1229	0.331682	
0465	1	11727	1028	0.353255	
0465	2	7968	0580	0.346488	
0465	3	3326	0058	0.343287	
0465	4	13385	1208	0.341857	
0465	5	3260	0049	0.341299	
0465	6	5745	0284	0.341000	
0465	7	4318	0161	0.340331	
0465	8	5757	0284	0.339972	
0465	9	5751	0284	0.339420	
0465	10	14448	1319	0.339006	
0471	1	4280	0156	0.327141	
0471	2	13835	1259	0.325543	
0471	3	6909	0448	0.322432	
0471	4	3693	0094	0.320738	
0471	5	13372	1207	0.319467	
0471	6	3692	0094	0.318874	
0471	7	4281	0156	0.318810	
0471	8	7141	0474	0.314952	
0471	9	4282	0156	0.314530	
0471	10	7560	0523	0.312945	
0474	1	4280	0156	0.349920	
0474	2	3692	0094	0.346390	
0474	3	11330	0968	0.340542	
0474	4	8663	0671	0.339756	
0474	5	6909	0448	0.339511	
0474	6	10604	0861	0.337646	
0474	7	7223	0488	0.335781	
0474	8	8013	0583	0.335098	
0474	9	10757	0888	0.333701	
0474	10	4282	0156	0.333448	
0479	1	7785	0560	0.348777	
0479	2	11330	0968	0.343575	
0479	3	3692	0094	0.335416	
0479	4	13544	1224	0.333630	
0479	5	7222	0488	0.333314	
0479	6	7160	0478	0.333312	
0479	7	10757	0888	0.332690	
0479	8	7181	0479	0.332639	
0479	9	10604	0861	0.331072	
0479	10	8448	0632	0.330711	
0498	1	5797	0286	0.371253	
0498	2	4516	0186	0.369001	
0498	3	4507	0186	0.367342	
0498	4	3057	0019	0.366657	
0498	5	13791	1251	0.365814	
0498	6	5775	0286	0.364701	
0498	7	13788	1251	0.361273	
0498	8	5788	0286	0.355864	
0498	9	4380	0171	0.354764	
0498	10	5786	0286	0.354681	
0521	1	7968	0580	0.349217	
0521	2	13385	1208	0.348952	
0521	3	7989	0582	0.343365	
0521	4	6419	0363	0.342012	
0521	5	7310	0495	0.341130	
0521	6	7519	0521	0.338098	
0521	7	5632	0274	0.337077	
0521	8	5948	0295	0.336699	
0521	9	7194	0487	0.335619	
0521	10	7537	0521	0.333024	
0562	1	11119	0934	0.349501	
0562	2	2203	0000	0.343660	
0562	3	7100	0469	0.338716	
0562	4	5072	0228	0.337828	
0562	5	6487	0372	0.336314	
0562	6	10117	0797	0.335631	
0562	7	13430	1212	0.332744	
0562	8	1557	0000	0.331837	
0562	9	9741	0763	0.328902	
0562	10	12058	1065	0.328847	
0585	1	5735	0284	0.377512	
0585	2	9100	0715	0.375591	
0585	3	5749	0284	0.373679	
0585	4	1761	0000	0.370949	
0585	5	5757	0284	0.367128	
0585	6	6587	0388	0.366085	
0585	7	6876	0447	0.363614	
0585	8	14756	1356	0.363565	
0585	9	11119	0934	0.363336	
0585	10	9118	0715	0.362830	
0591	1	8700	0678	0.369688	
0591	2	4507	0186	0.355718	
0591	3	4694	0198	0.350212	
0591	4	5795	0286	0.349577	
0591	5	14262	1301	0.349206	
0591	6	10528	0845	0.348516	
0591	7	4620	0192	0.347219	
0591	8	8699	0678	0.346984	
0591	9	5791	0286	0.344896	
0591	10	7482	0514	0.344681	
0732	1	8259	0610	0.321899	
0732	2	7884	0574	0.320335	
0732	3	2993	0016	0.319562	
0732	4	4469	0183	0.317753	
0732	5	5626	0271	0.312423	
0732	6	7012	0461	0.311451	
0732	7	11408	0983	0.311138	
0732	8	9864	0771	0.309096	
0732	9	13658	1233	0.307409	
0732	10	5628	0271	0.307173	
0740	1	9582	0740	0.371490	
0740	2	11002	0923	0.369466	
0740	3	13624	1229	0.368462	
0740	4	13347	1203	0.363357	
0740	5	10762	0889	0.361971	
0740	6	10761	0889	0.359990	
0740	7	10076	0794	0.358364	
0740	8	8357	0625	0.356215	
0740	9	10079	0794	0.353591	
0740	10	10728	0881	0.353438	
0747	1	6909	0448	0.343659	
0747	2	4280	0156	0.342610	
0747	3	258	0000	0.341365	
0747	4	6089	0319	0.340324	
0747	5	6915	0448	0.339577	
0747	6	10930	0916	0.336330	
0747	7	7141	0474	0.336260	
0747	8	15095	1388	0.335878	
0747	9	13835	1259	0.335282	
0747	10	4282	0156	0.333921	
0778	1	9927	0778	0.355264	
0778	2	9944	0778	0.353897	
0778	3	4137	0146	0.348865	
0778	4	6289	0345	0.346802	
0778	5	11914	1057	0.346309	
0778	6	4234	0155	0.344991	
0778	7	6892	0447	0.344692	
0778	8	9763	0763	0.344076	
0778	9	7316	0495	0.342958	
0778	10	7577	0526	0.342408	
0819	1	7015	0461	0.336261	
0819	2	7013	0461	0.331183	
0819	3	7012	0461	0.323367	
0819	4	2400	0000	0.323350	
0819	5	7288	0493	0.322671	
0819	6	7009	0461	0.321379	
0819	7	5923	0294	0.321360	
0819	8	9696	0753	0.318745	
0819	9	4429	0182	0.317845	
0819	10	8976	0695	0.316254	
0910	1	11973	1062	0.370861	
0910	2	7809	0561	0.357959	
0910	3	11330	0968	0.357656	
0910	4	7009	0461	0.354989	
0910	5	4959	0220	0.351513	
0910	6	6638	0396	0.351409	
0910	7	7375	0502	0.350880	
0910	8	14448	1319	0.350314	
0910	9	13119	1181	0.346696	
0910	10	13269	1192	0.346464	
0913	1	12867	1153	0.369948	
0913	2	8670	0672	0.360491	
0913	3	8685	0672	0.357874	
0913	4	9325	0725	0.356346	
0913	5	9313	0723	0.356056	
0913	6	14967	1376	0.355981	
0913	7	4584	0189	0.355903	
0913	8	14336	1310	0.353164	
0913	9	9182	0720	0.350880	
0913	10	8681	0672	0.350550	
0966	1	8381	0626	0.335638	
0966	2	8392	0626	0.329818	
0966	3	8380	0626	0.328099	
0966	4	8388	0626	0.324146	
0966	5	7012	0461	0.319005	
0966	6	8391	0626	0.318639	
0966	7	7884	0574	0.315849	
0966	8	7911	0577	0.315382	
0966	9	13818	1256	0.313882	
0966	10	8768	0684	0.313303	
0996	1	3295	0051	0.360907	
0996	2	13624	1229	0.358256	
0996	3	10761	0889	0.357332	
0996	4	12233	1083	0.356093	
0996	5	5562	0270	0.355308	
0996	6	8424	0631	0.354704	
0996	7	14719	1354	0.354144	
0996	8	12234	1083	0.353201	
0996	9	15232	1403	0.352255	
0996	10	13347	1203	0.351460	
1084	1	4162	0147	0.389329	
1084	2	4161	0147	0.379889	
1084	3	10035	0789	0.379107	
1084	4	4166	0147	0.378161	
1084	5	7644	0533	0.377946	
1084	6	10225	0808	0.374882	
1084	7	13491	1215	0.374170	
1084	8	4160	0147	0.370448	
1084	9	10344	0817	0.370137	
1084	10	10036	0789	0.369669	
1148	1	12783	1148	0.342905	
1148	2	8700	0678	0.339235	
1148	3	12781	1148	0.336703	
1148	4	8706	0678	0.331985	
1148	5	11934	1059	0.331577	
1148	6	12788	1148	0.329799	
1148	7	4678	0198	0.329273	
1148	8	4516	0186	0.328423	
1148	9	12767	1148	0.328315	
1148	10	8699	0678	0.327760	
1161	1	9763	0763	0.361437	
1161	2	11914	1057	0.354131	
1161	3	6891	0447	0.350935	
1161	4	9927	0778	0.350625	
1161	5	6289	0345	0.349503	
1161	6	3986	0133	0.349203	
1161	7	7577	0526	0.348335	
1161	8	6892	0447	0.346086	
1161	9	4137	0146	0.344881	
1161	10	9944	0778	0.343989	
1187	1	11119	0934	0.354721	
1187	2	7288	0493	0.336101	
1187	3	8976	0695	0.330244	
1187	4	13818	1256	0.329592	
1187	5	7085	0469	0.329178	
1187	6	15381	1425	0.327887	
1187	7	13435	1212	0.327567	
1187	8	11118	0934	0.326197	
1187	9	14279	1302	0.325036	
1187	10	13144	1182	0.325007	
1233	1	2993	0016	0.339927	
1233	2	8259	0610	0.336938	
1233	3	7884	0574	0.332441	
1233	4	13658	1233	0.326570	
1233	5	4469	0183	0.325593	
1233	6	11408	0983	0.324577	
1233	7	11967	1061	0.324253	
1233	8	14395	1314	0.323262	
1233	9	5626	0271	0.322916	
1233	10	13617	1228	0.321802	
1236	1	12867	1153	0.389694	
1236	2	9218	0721	0.375183	
1236	3	9997	0786	0.369671	
1236	4	8670	0672	0.368457	
1236	5	9240	0721	0.368103	
1236	6	13479	1214	0.365307	
1236	7	10002	0786	0.364732	
1236	8	9288	0723	0.364286	
1236	9	9182	0720	0.363367	
1236	10	5831	0289	0.363201	
1262	1	8700	0678	0.365659	
1262	2	8713	0678	0.356881	
1262	3	8706	0678	0.353385	
1262	4	14862	1362	0.352845	
1262	5	8699	0678	0.350244	
1262	6	15348	1423	0.349200	
1262	7	14959	1375	0.347128	
1262	8	5525	0265	0.347119	
1262	9	8712	0678	0.346692	
1262	10	4678	0198	0.346584	
1265	1	8700	0678	0.366171	
1265	2	8713	0678	0.357144	
1265	3	8699	0678	0.354678	
1265	4	8706	0678	0.352071	
1265	5	8712	0678	0.346826	
1265	6	5525	0265	0.346759	
1265	7	14862	1362	0.346737	
1265	8	4678	0198	0.345414	
1265	9	4694	0198	0.344092	
1265	10	15348	1423	0.340734	
1324	1	9944	0778	0.347684	
1324	2	4137	0146	0.344216	
1324	3	7577	0526	0.343817	
1324	4	9943	0778	0.341954	
1324	5	3986	0133	0.341807	
1324	6	11914	1057	0.341753	
1324	7	9927	0778	0.340984	
1324	8	8886	0691	0.340317	
1324	9	7316	0495	0.339911	
1324	10	9941	0778	0.339405	
1351	1	13788	1251	0.376160	
1351	2	13793	1251	0.374583	
1351	3	13794	1251	0.366777	
1351	4	3053	0019	0.364911	
1351	5	4507	0186	0.362566	
1351	6	4516	0186	0.362341	
1351	7	5797	0286	0.359017	
1351	8	14702	1351	0.357355	
1351	9	14267	1301	0.356935	
1351	10	14269	1301	0.356833	
1395	1	3556	0080	0.347687	
1395	2	11698	1026	0.345396	
1395	3	13443	1212	0.340590	
1395	4	2993	0016	0.340472	
1395	5	13434	1212	0.340406	
1395	6	11104	0932	0.339372	
1395	7	11967	1061	0.338608	
1395	8	2203	0000	0.338284	
1395	9	11475	0993	0.336816	
1395	10	8253	0610	0.335509	
1438	1	4318	0161	0.349337	
1438	2	4429	0182	0.349047	
1438	3	5749	0284	0.345848	
1438	4	5734	0284	0.342800	
1438	5	7968	0580	0.336329	
1438	6	4426	0182	0.336326	
1438	7	5757	0284	0.336077	
1438	8	15449	1438	0.334164	
1438	9	11119	0934	0.333488	
1438	10	14617	1345	0.333421	
1444	1	2993	0016	0.359158	
1444	2	8259	0610	0.355505	
1444	3	11408	0983	0.347791	
1444	4	13658	1233	0.346012	
1444	5	13617	1228	0.345250	
1444	6	14364	1311	0.343812	
1444	7	7884	0574	0.342260	
1444	8	11967	1061	0.342132	
1444	9	12717	1144	0.341854	
1444	10	14357	1311	0.341854	
1477	1	11104	0932	0.357870	
1477	2	6672	0405	0.354602	
1477	3	2203	0000	0.354504	
1477	4	13163	1184	0.354259	
1477	5	14713	1352	0.351768	
1477	6	6487	0372	0.350816	
1477	7	13462	1212	0.350246	
1477	8	11809	1042	0.348775	
1477	9	14495	1323	0.346830	
1477	10	9763	0763	0.346761	
1498	1	8700	0678	0.381947	
1498	2	5797	0286	0.373798	
1498	3	14862	1362	0.370395	
1498	4	8699	0678	0.367866	
1498	5	10858	0909	0.364823	
1498	6	10453	0829	0.362782	
1498	7	15857	1498	0.362146	
1498	8	15880	1498	0.359025	
1498	9	5525	0265	0.358973	
1498	10	8706	0678	0.358932	
