pid	rank	img_idx	img_label	score	path
0778	4	6289	0345	0.346997	
0778	5	11914	1057	0.346434	
0778	6	4234	0155	0.345463	
0778	7	6892	0447	0.344749	
0778	8	9763	0763	0.344108	
0778	9	7316	0495	0.343187	
0778	10	7577	0526	0.342455	
0819	1	7015	0461	0.336283	
0819	2	7013	0461	0.331256	
0819	3	7012	0461	0.323456	
0819	4	2400	0000	0.323425	
0819	5	7288	0493	0.322921	
0819	6	7009	0461	0.321437	
0819	7	5923	0294	0.321370	
0819	8	9696	0753	0.318764	
0819	9	4429	0182	0.317916	
0819	10	8976	0695	0.316285	
0910	1	11973	1062	0.370888	
0910	2	7809	0561	0.357994	
0910	3	11330	0968	0.357669	
0910	4	7009	0461	0.355020	
0910	5	4959	0220	0.351531	
0910	6	6638	0396	0.351453	
0910	7	7375	0502	0.351006	
0910	8	14448	1319	0.350359	
0910	9	13119	1181	0.346721	
0910	10	13269	1192	0.346501	
0913	1	12867	1153	0.369968	
0913	2	8670	0672	0.360554	
0913	3	8685	0672	0.357934	
0913	4	9325	0725	0.356364	
0913	5	14967	1376	0.356081	
0913	6	9313	0723	0.356062	
0913	7	4584	0189	0.355994	
0913	8	14336	1310	0.353251	
0913	9	9182	0720	0.351045	
0913	10	8681	0672	0.350604	
0966	1	8381	0626	0.335644	
0966	2	8392	0626	0.330073	
0966	3	8380	0626	0.328120	
0966	4	8388	0626	0.324213	
0966	5	7012	0461	0.319008	
0966	6	8391	0626	0.318785	
0966	7	7884	0574	0.315881	
0966	8	7911	0577	0.315551	
0966	9	13818	1256	0.313914	
0966	10	8768	0684	0.313359	
0996	1	3295	0051	0.360960	
0996	2	13624	1229	0.358415	
0996	3	10761	0889	0.357552	
0996	4	12233	1083	0.356253	
0996	5	5562	0270	0.355532	
0996	6	8424	0631	0.354865	
0996	7	14719	1354	0.354223	
0996	8	12234	1083	0.353404	
0996	9	15232	1403	0.352321	
0996	10	13347	1203	0.351655	
1084	1	4162	0147	0.389524	
1084	2	4161	0147	0.379995	
1084	3	10035	0789	0.379195	
1084	4	4166	0147	0.378238	
1084	5	7644	0533	0.378008	
1084	6	10225	0808	0.375079	
1084	7	13491	1215	0.374500	
1084	8	4160	0147	0.370910	
1084	9	10344	0817	0.370209	
1084	10	10036	0789	0.369715	
1148	1	12783	1148	0.342930	
1148	2	8700	0678	0.339385	
1148	3	12781	1148	0.336711	
1148	4	8706	0678	0.332009	
1148	5	11934	1059	0.331590	
1148	6	12788	1148	0.329824	
1148	7	4678	0198	0.329309	
1148	8	4516	0186	0.328446	
1148	9	12767	1148	0.328347	
1148	10	8699	0678	0.327801	
1161	1	9763	0763	0.361585	
1161	2	11914	1057	0.354275	
1161	3	6891	0447	0.350979	
1161	4	9927	0778	0.350692	
1161	5	6289	0345	0.349577	
1161	6	3986	0133	0.349321	
1161	7	7577	0526	0.348444	
1161	8	6892	0447	0.346241	
1161	9	4137	0146	0.345122	
1161	10	9944	0778	0.344260	
1187	1	11119	0934	0.354811	
1187	2	7288	0493	0.336226	
1187	3	8976	0695	0.330271	
1187	4	13818	1256	0.329630	
1187	5	7085	0469	0.329208	
1187	6	15381	1425	0.328076	
1187	7	13435	1212	0.327734	
1187	8	11118	0934	0.326307	
1187	9	14279	1302	0.325137	
1187	10	13144	1182	0.325011	
1233	1	2993	0016	0.340007	
1233	2	8259	0610	0.336985	
1233	3	7884	0574	0.332631	
1233	4	13658	1233	0.326623	
1233	5	4469	0183	0.325757	
1233	6	11408	0983	0.324720	
1233	7	11967	1061	0.324355	
1233	8	14395	1314	0.323406	
1233	9	5626	0271	0.322959	
1233	10	13617	1228	0.321853	
1236	1	12867	1153	0.389730	
1236	2	9218	0721	0.375275	
1236	3	9997	0786	0.369738	
1236	4	8670	0672	0.368558	
1236	5	9240	0721	0.368146	
1236	6	13479	1214	0.365369	
1236	7	10002	0786	0.364788	
1236	8	9288	0723	0.364356	
1236	9	9182	0720	0.363560	
1236	10	5831	0289	0.363343	
1262	1	8700	0678	0.365864	
1262	2	8713	0678	0.356968	
1262	3	8706	0678	0.353414	
1262	4	14862	1362	0.353197	
1262	5	8699	0678	0.350288	
1262	6	15348	1423	0.349230	
1262	7	14959	1375	0.347275	
1262	8	5525	0265	0.347156	
1262	9	8712	0678	0.346767	
1262	10	4678	0198	0.346731	
1265	1	8700	0678	0.366386	
1265	2	8713	0678	0.357239	
1265	3	8699	0678	0.354799	
1265	4	8706	0678	0.352098	
1265	5	14862	1362	0.346930	
1265	6	8712	0678	0.346899	
1265	7	5525	0265	0.346796	
1265	8	4678	0198	0.345549	
1265	9	4694	0198	0.344210	
1265	10	15348	1423	0.340778	
1324	1	9944	0778	0.347805	
1324	2	4137	0146	0.344319	
1324	3	7577	0526	0.343845	
1324	4	9943	0778	0.342140	
1324	5	3986	0133	0.341862	
1324	6	11914	1057	0.341790	
1324	7	9927	0778	0.341016	
1324	8	8886	0691	0.340411	
1324	9	7316	0495	0.339982	
1324	10	9941	0778	0.339520	
1351	1	13788	1251	0.376206	
1351	2	13793	1251	0.375014	
1351	3	13794	1251	0.367114	
1351	4	3053	0019	0.365055	
1351	5	4507	0186	0.362699	
1351	6	4516	0186	0.362531	
1351	7	5797	0286	0.359082	
1351	8	14702	1351	0.357621	
1351	9	14267	1301	0.357055	
1351	10	14269	1301	0.356963	
1395	1	3556	0080	0.347892	
1395	2	11698	1026	0.345555	
1395	3	13443	1212	0.340789	
1395	4	2993	0016	0.340536	
1395	5	13434	1212	0.340462	
1395	6	11104	0932	0.339529	
1395	7	11967	1061	0.338774	
1395	8	2203	0000	0.338309	
1395	9	11475	0993	0.337051	
1395	10	8253	0610	0.335531	
1438	1	4318	0161	0.349827	
1438	2	4429	0182	0.349179	
1438	3	5749	0284	0.346581	
1438	4	5734	0284	0.343397	
1438	5	5757	0284	0.336910	
1438	6	7968	0580	0.336773	
1438	7	4426	0182	0.336456	
1438	8	15449	1438	0.334322	
1438	9	11119	0934	0.333814	
1438	10	14617	1345	0.333479	
1444	1	2993	0016	0.359268	
1444	2	8259	0610	0.355633	
1444	3	11408	0983	0.348013	
1444	4	13658	1233	0.346115	
1444	5	13617	1228	0.345289	
1444	6	14364	1311	0.343954	
1444	7	7884	0574	0.342564	
1444	8	11967	1061	0.342287	
1444	9	14357	1311	0.341887	
1444	10	12717	1144	0.341874	
1477	1	11104	0932	0.358009	
1477	2	6672	0405	0.354648	
1477	3	2203	0000	0.354605	
1477	4	13163	1184	0.354346	
1477	5	14713	1352	0.351829	
1477	6	6487	0372	0.350859	
1477	7	13462	1212	0.350314	
1477	8	11809	1042	0.349003	
1477	9	9763	0763	0.346993	
1477	10	14495	1323	0.346849	
1498	1	8700	0678	0.381961	
1498	2	5797	0286	0.373822	
1498	3	14862	1362	0.370423	
1498	4	8699	0678	0.367920	
1498	5	10858	0909	0.364863	
1498	6	10453	0829	0.362823	
1498	7	15857	1498	0.362171	
1498	8	15880	1498	0.359127	
1498	9	5525	0265	0.358996	
1498	10	8706	0678	0.358937	
