pid	rank	img_idx	img_label	score	path
0183	8	14359	1311	0.332847	
0183	9	11408	0983	0.332802	
0183	10	13658	1233	0.330815	
0191	1	10117	0797	0.351785	
0191	2	11119	0934	0.350148	
0191	3	8734	0680	0.348933	
0191	4	7594	0527	0.340724	
0191	5	7100	0469	0.340240	
0191	6	7288	0493	0.336821	
0191	7	7012	0461	0.336819	
0191	8	8448	0632	0.334989	
0191	9	2203	0000	0.334217	
0191	10	1548	0000	0.332467	
0192	1	8700	0678	0.383961	
0192	2	5797	0286	0.375630	
0192	3	14862	1362	0.374793	
0192	4	8699	0678	0.372542	
0192	5	8713	0678	0.367948	
0192	6	10858	0909	0.363933	
0192	7	15857	1498	0.363553	
0192	8	10453	0829	0.363538	
0192	9	4694	0198	0.362582	
0192	10	15880	1498	0.361853	
0200	1	7808	0561	0.355013	
0200	2	3692	0094	0.354344	
0200	3	4281	0156	0.346928	
0200	4	4705	0200	0.346066	
0200	5	1960	0000	0.345358	
0200	6	7745	0550	0.344596	
0200	7	1847	0000	0.342095	
0200	8	5320	0253	0.340965	
0200	9	1575	0000	0.339315	
0200	10	7795	0561	0.339061	
0213	1	15656	1472	0.356856	
0213	2	13163	1184	0.356229	
0213	3	3556	0080	0.352774	
0213	4	13186	1185	0.351869	
0213	5	11094	0932	0.351661	
0213	6	6089	0319	0.351210	
0213	7	12857	1151	0.350549	
0213	8	12423	1105	0.349415	
0213	9	7155	0476	0.348869	
0213	10	12414	1105	0.347822	
0230	1	1847	0000	0.354735	
0230	2	4281	0156	0.348482	
0230	3	5655	0275	0.342082	
0230	4	4280	0156	0.333545	
0230	5	1960	0000	0.333146	
0230	6	1462	0000	0.333131	
0230	7	5153	0230	0.330022	
0230	8	2055	0000	0.329606	
0230	9	5150	0230	0.328830	
0230	10	5487	0263	0.328495	
0258	1	13625	1229	0.368146	
0258	2	13624	1229	0.359952	
0258	3	13642	1229	0.358887	
0258	4	5788	0286	0.358300	
0258	5	12233	1083	0.356445	
0258	6	12234	1083	0.353781	
0258	7	3925	0128	0.353459	
0258	8	13347	1203	0.352816	
0258	9	11002	0923	0.351968	
0258	10	11183	0949	0.351873	
0286	1	8700	0678	0.394658	
0286	2	10453	0829	0.388296	
0286	3	5797	0286	0.387421	
0286	4	4516	0186	0.376870	
0286	5	14862	1362	0.373928	
0286	6	8699	0678	0.373575	
0286	7	13791	1251	0.373505	
0286	8	10858	0909	0.372083	
0286	9	10954	0918	0.367616	
0286	10	13284	1195	0.367442	
0316	1	2993	0016	0.336054	
0316	2	14279	1302	0.331871	
0316	3	9511	0736	0.329770	
0316	4	11698	1026	0.325828	
0316	5	6920	0452	0.325720	
0316	6	9532	0736	0.325475	
0316	7	5667	0275	0.325328	
0316	8	5153	0230	0.325056	
0316	9	11695	1026	0.322625	
0316	10	5408	0260	0.321504	
0329	1	3925	0128	0.363051	
0329	2	13625	1229	0.360133	
0329	3	13642	1229	0.359803	
0329	4	13347	1203	0.359688	
0329	5	12233	1083	0.359460	
0329	6	13624	1229	0.358073	
0329	7	6368	0355	0.357834	
0329	8	13639	1229	0.357457	
0329	9	8733	0680	0.355815	
0329	10	3926	0128	0.355184	
0431	1	13639	1229	0.361260	
0431	2	12233	1083	0.354515	
0431	3	13625	1229	0.351718	
0431	4	13624	1229	0.349241	
0431	5	13347	1203	0.344750	
0431	6	10800	0899	0.344025	
0431	7	11493	0996	0.341735	
0431	8	13635	1229	0.341127	
0431	9	5788	0286	0.340292	
0431	10	6818	0431	0.339892	
0465	1	11727	1028	0.363959	
0465	2	3260	0049	0.356039	
0465	3	5745	0284	0.355784	
0465	4	3326	0058	0.353874	
0465	5	7968	0580	0.351333	
0465	6	5751	0284	0.350888	
0465	7	3411	0066	0.350435	
0465	8	13385	1208	0.350359	
0465	9	4318	0161	0.348758	
0465	10	5757	0284	0.348653	
0471	1	4280	0156	0.335959	
0471	2	13835	1259	0.330109	
0471	3	6909	0448	0.328511	
0471	4	3693	0094	0.327691	
0471	5	4281	0156	0.326887	
0471	6	13372	1207	0.324054	
0471	7	3692	0094	0.323813	
0471	8	7566	0523	0.321869	
0471	9	7560	0523	0.321506	
0471	10	7141	0474	0.321053	
0474	1	4280	0156	0.358884	
0474	2	3692	0094	0.350093	
0474	3	8663	0671	0.349147	
0474	4	6909	0448	0.345788	
0474	5	10604	0861	0.345154	
0474	6	7223	0488	0.345060	
0474	7	8013	0583	0.344559	
0474	8	11330	0968	0.344236	
0474	9	4282	0156	0.342176	
0474	10	10059	0791	0.341187	
0479	1	7785	0560	0.354986	
0479	2	11330	0968	0.349403	
0479	3	13544	1224	0.343900	
0479	4	13122	1181	0.341376	
0479	5	7222	0488	0.341275	
0479	6	7160	0478	0.341050	
0479	7	7181	0479	0.340132	
0479	8	3692	0094	0.339709	
0479	9	7659	0535	0.338936	
0479	10	8013	0583	0.338436	
0498	1	4516	0186	0.378296	
0498	2	3057	0019	0.378215	
0498	3	5797	0286	0.377503	
0498	4	4507	0186	0.374095	
0498	5	13791	1251	0.371946	
0498	6	5788	0286	0.371935	
0498	7	12234	1083	0.371194	
0498	8	5775	0286	0.370673	
0498	9	13788	1251	0.368972	
0498	10	5786	0286	0.367611	
0521	1	7989	0582	0.357073	
0521	2	7968	0580	0.354570	
0521	3	13385	1208	0.353635	
0521	4	3260	0049	0.348930	
0521	5	7310	0495	0.347976	
0521	6	6419	0363	0.347712	
0521	7	7985	0582	0.347160	
0521	8	7519	0521	0.342539	
0521	9	5632	0274	0.341273	
0521	10	13723	1245	0.340881	
0562	1	11119	0934	0.354470	
0562	2	2203	0000	0.353064	
0562	3	13430	1212	0.343893	
0562	4	5072	0228	0.343367	
0562	5	7100	0469	0.343090	
0562	6	10117	0797	0.341993	
0562	7	6487	0372	0.341836	
0562	8	12058	1065	0.340054	
0562	9	1557	0000	0.338664	
0562	10	1462	0000	0.336151	
0585	1	9100	0715	0.386914	
0585	2	5749	0284	0.383989	
0585	3	5735	0284	0.383243	
0585	4	5757	0284	0.380925	
0585	5	6587	0388	0.378701	
0585	6	1761	0000	0.376334	
0585	7	11119	0934	0.373953	
0585	8	11882	1054	0.373925	
0585	9	14756	1356	0.370803	
0585	10	6876	0447	0.370123	
0591	1	8700	0678	0.382195	
0591	2	4507	0186	0.362765	
0591	3	15542	1450	0.359215	
0591	4	14262	1301	0.358551	
0591	5	4694	0198	0.358073	
0591	6	5795	0286	0.357146	
0591	7	10528	0845	0.356498	
0591	8	8699	0678	0.354688	
0591	9	14862	1362	0.354520	
0591	10	7482	0514	0.353729	
0732	1	2993	0016	0.341684	
0732	2	8259	0610	0.337375	
0732	3	7884	0574	0.335036	
0732	4	4469	0183	0.331438	
0732	5	9864	0771	0.328630	
0732	6	13658	1233	0.327365	
0732	7	11408	0983	0.326701	
0732	8	11967	1061	0.325316	
0732	9	14364	1311	0.323246	
0732	10	5626	0271	0.323227	
0740	1	10762	0889	0.378383	
0740	2	11002	0923	0.376861	
0740	3	9582	0740	0.375635	
0740	4	13624	1229	0.373968	
0740	5	10761	0889	0.369275	
0740	6	13347	1203	0.367855	
0740	7	10076	0794	0.365798	
0740	8	10728	0881	0.365391	
0740	9	8357	0625	0.363726	
0740	10	13351	1203	0.360639	
0747	1	4280	0156	0.355029	
0747	2	258	0000	0.352465	
0747	3	6909	0448	0.348734	
0747	4	6089	0319	0.347944	
0747	5	6915	0448	0.346021	
0747	6	15095	1388	0.344264	
0747	7	10930	0916	0.343232	
0747	8	15656	1472	0.342474	
0747	9	14660	1348	0.341189	
0747	10	7141	0474	0.341062	
0778	1	9944	0778	0.368486	
0778	2	4234	0155	0.365475	
0778	3	9927	0778	0.362608	
0778	4	4137	0146	0.362249	
0778	5	6289	0345	0.360509	
0778	6	11914	1057	0.357396	
0778	7	7316	0495	0.357108	
0778	8	11863	1050	0.353141	
0778	9	6281	0345	0.352957	
0778	10	6892	0447	0.352540	
0819	1	7015	0461	0.340597	
0819	2	7013	0461	0.338793	
0819	3	7288	0493	0.337951	
0819	4	7012	0461	0.332516	
0819	5	2400	0000	0.331414	
0819	6	7009	0461	0.328274	
0819	7	11880	1053	0.326380	
0819	8	4429	0182	0.326226	
0819	9	14968	1376	0.325161	
0819	10	5923	0294	0.324505	
0910	1	11973	1062	0.375846	
0910	2	7809	0561	0.362906	
0910	3	7375	0502	0.361113	
0910	4	11330	0968	0.360785	
0910	5	7009	0461	0.359469	
0910	6	6638	0396	0.357830	
0910	7	14448	1319	0.356437	
0910	8	4959	0220	0.355541	
0910	9	7810	0561	0.353308	
0910	10	6645	0396	0.352574	
0913	1	12867	1153	0.373995	
0913	2	8670	0672	0.368404	
0913	3	14967	1376	0.366417	
0913	4	8685	0672	0.365851	
0913	5	4584	0189	0.365842	
0913	6	15823	1497	0.364491	
0913	7	9182	0720	0.363588	
0913	8	14336	1310	0.362260	
0913	9	12138	1070	0.361034	
0913	10	14968	1376	0.360685	
0966	1	8392	0626	0.344146	
0966	2	8381	0626	0.337688	
0966	3	8380	0626	0.332858	
0966	4	8388	0626	0.331717	
0966	5	8391	0626	0.329441	
0966	6	7911	0577	0.328271	
0966	7	7884	0574	0.321116	
0966	8	8768	0684	0.320693	
0966	9	7012	0461	0.320379	
0966	10	13256	1191	0.319767	
0996	1	10761	0889	0.371962	
0996	2	13624	1229	0.370608	
0996	3	5562	0270	0.368278	
0996	4	12233	1083	0.368102	
0996	5	12234	1083	0.366975	
0996	6	3295	0051	0.366868	
0996	7	8424	0631	0.366381	
0996	8	13347	1203	0.364682	
0996	9	10079	0794	0.363620	
0996	10	14719	1354	0.363217	
1084	1	4162	0147	0.402560	
1084	2	13491	1215	0.390061	
1084	3	4160	0147	0.389898	
1084	4	4161	0147	0.389596	
1084	5	10225	0808	0.388500	
1084	6	10035	0789	0.388374	
1084	7	4166	0147	0.386683	
1084	8	7644	0533	0.385196	
1084	9	10344	0817	0.378528	
1084	10	10033	0789	0.378474	
1148	1	8700	0678	0.351267	
1148	2	12783	1148	0.347588	
1148	3	12781	1148	0.339643	
1148	4	8706	0678	0.336783	
1148	5	2750	0000	0.336132	
1148	6	4678	0198	0.334991	
1148	7	11934	1059	0.334889	
1148	8	12788	1148	0.334782	
1148	9	12633	1136	0.334560	
1148	10	8699	0678	0.334060	
1161	1	9763	0763	0.373444	
1161	2	11914	1057	0.364647	
1161	3	3986	0133	0.359048	
1161	4	7577	0526	0.358670	
1161	5	9944	0778	0.358445	
1161	6	6289	0345	0.358192	
1161	7	4137	0146	0.357994	
1161	8	9927	0778	0.357938	
1161	9	6892	0447	0.357838	
1161	10	6891	0447	0.357697	
1187	1	11119	0934	0.362836	
1187	2	7288	0493	0.347289	
1187	3	15381	1425	0.340568	
1187	4	13435	1212	0.339323	
1187	5	8801	0686	0.337339	
1187	6	15376	1425	0.336687	
1187	7	8976	0695	0.335592	
1187	8	13818	1256	0.335331	
1187	9	3327	0058	0.335094	
1187	10	7386	0502	0.335075	
1233	1	2993	0016	0.348507	
1233	2	7884	0574	0.345497	
1233	3	8259	0610	0.342903	
1233	4	4469	0183	0.338208	
1233	5	11408	0983	0.336276	
1233	6	9864	0771	0.335849	
1233	7	11967	1061	0.334162	
1233	8	14395	1314	0.333766	
1233	9	13658	1233	0.333209	
1233	10	14364	1311	0.329814	
1236	1	12867	1153	0.395490	
1236	2	9218	0721	0.383954	
1236	3	15823	1497	0.379594	
1236	4	8670	0672	0.378468	
1236	5	9997	0786	0.377876	
1236	6	9182	0720	0.376969	
1236	7	4584	0189	0.376050	
1236	8	15636	1465	0.374776	
1236	9	9240	0721	0.374766	
1236	10	12898	1154	0.374738	
1262	1	8700	0678	0.380058	
1262	2	14862	1362	0.371278	
1262	3	8713	0678	0.365968	
1262	4	15857	1498	0.361655	
1262	5	14959	1375	0.359122	
1262	6	8706	0678	0.358655	
1262	7	4678	0198	0.357943	
1262	8	8699	0678	0.356791	
1262	9	3489	0075	0.356376	
1262	10	15880	1498	0.355520	
1265	1	8700	0678	0.380713	
1265	2	8713	0678	0.367109	
1265	3	8699	0678	0.365947	
1265	4	14862	1362	0.360825	
1265	5	8706	0678	0.356940	
1265	6	4678	0198	0.356411	
1265	7	4694	0198	0.355287	
1265	8	8712	0678	0.353838	
1265	9	5525	0265	0.351924	
1265	10	15857	1498	0.350824	
1324	1	9944	0778	0.358015	
1324	2	9943	0778	0.354613	
1324	3	4137	0146	0.353973	
1324	4	8886	0691	0.350346	
1324	5	9941	0778	0.349942	
1324	6	3986	0133	0.349210	
1324	7	7577	0526	0.348722	
1324	8	7316	0495	0.348499	
1324	9	4234	0155	0.348396	
1324	10	11914	1057	0.347905	
1351	1	13793	1251	0.394876	
1351	2	13794	1251	0.384441	
1351	3	13788	1251	0.382591	
1351	4	3053	0019	0.377031	
1351	5	14708	1351	0.376285	
1351	6	4516	0186	0.374598	
1351	7	6020	0310	0.373395	
1351	8	4507	0186	0.373195	
1351	9	14702	1351	0.371553	
1351	10	13796	1251	0.369458	
1395	1	3556	0080	0.360944	
1395	2	11698	1026	0.357536	
1395	3	13443	1212	0.354735	
1395	4	11104	0932	0.351436	
1395	5	11475	0993	0.350564	
1395	6	11967	1061	0.350250	
1395	7	2993	0016	0.348496	
1395	8	7837	0567	0.348479	
1395	9	13434	1212	0.347303	
1395	10	10126	0799	0.346314	
1438	1	4318	0161	0.367851	
1438	2	5749	0284	0.364402	
1438	3	5734	0284	0.361553	
1438	4	4429	0182	0.358381	
1438	5	5757	0284	0.355489	
1438	6	7968	0580	0.352561	
1438	7	11119	0934	0.349276	
1438	8	5735	0284	0.346850	
1438	9	6420	0363	0.346287	
1438	10	6762	0422	0.346169	
1444	1	2993	0016	0.368401	
1444	2	8259	0610	0.366441	
1444	3	11408	0983	0.362200	
1444	4	7884	0574	0.358191	
1444	5	13658	1233	0.355423	
1444	6	14364	1311	0.354939	
1444	7	14383	1314	0.354617	
1444	8	11967	1061	0.353988	
1444	9	14581	1337	0.352293	
1444	10	13617	1228	0.351222	
1477	1	11104	0932	0.368515	
1477	2	2203	0000	0.364049	
1477	3	13163	1184	0.363052	
1477	4	11809	1042	0.362738	
1477	5	6672	0405	0.360819	
1477	6	9763	0763	0.360662	
1477	7	5547	0267	0.359142	
1477	8	14713	1352	0.358856	
1477	9	13462	1212	0.357651	
1477	10	6487	0372	0.357164	
1498	1	8700	0678	0.385638	
1498	2	5797	0286	0.378559	
1498	3	14862	1362	0.375509	
1498	4	8699	0678	0.375336	
1498	5	10858	0909	0.370672	
1498	6	15880	1498	0.369080	
1498	7	10453	0829	0.368531	
1498	8	15857	1498	0.367245	
1498	9	5525	0265	0.363396	
1498	10	4694	0198	0.362695	
