path,pid,cam,seq,frame,idx
train_core/0043/0043_c6s1_004401_02.jpg,43,6,1,4401,2
train_core/0046/0046_c1s1_004101_04.jpg,46,1,1,4101,4
train_core/0046/0046_c1s1_004126_03.jpg,46,1,1,4126,3
train_core/0046/0046_c4s1_004026_01.jpg,46,4,1,4026,1
train_core/0046/0046_c4s1_004151_03.jpg,46,4,1,4151,3
train_core/0046/0046_c5s1_004026_04.jpg,46,5,1,4026,4
train_core/0046/0046_c5s1_004051_02.jpg,46,5,1,4051,2
train_core/0047/0047_c1s6_027846_02.jpg,47,1,6,27846,2
train_core/0047/0047_c2s3_070302_01.jpg,47,2,3,70302,1
train_core/0047/0047_c2s3_070352_01.jpg,47,2,3,70352,1
train_core/0047/0047_c3s3_076569_04.jpg,47,3,3,76569,4
train_core/0047/0047_c5s3_076912_03.jpg,47,5,3,76912,3
train_core/0047/0047_c6s4_003052_04.jpg,47,6,4,3052,4
train_core/0048/0048_c1s1_005001_01.jpg,48,1,1,5001,1
train_core/0048/0048_c2s1_004326_01.jpg,48,2,1,4326,1
train_core/0048/0048_c3s1_004451_01.jpg,48,3,1,4451,1
train_core/0048/0048_c4s1_005526_02.jpg,48,4,1,5526,2
train_core/0048/0048_c5s1_005001_01.jpg,48,5,1,5001,1
train_core/0048/0048_c6s1_005276_01.jpg,48,6,1,5276,1
train_core/0052/0052_c2s1_005076_01.jpg,52,2,1,5076,1
train_core/0052/0052_c2s1_005101_01.jpg,52,2,1,5101,1
train_core/0052/0052_c3s1_005251_01.jpg,52,3,1,5251,1
train_core/0052/0052_c3s1_005276_01.jpg,52,3,1,5276,1
train_core/0052/0052_c5s1_005651_02.jpg,52,5,1,5651,2
train_core/0052/0052_c6s1_005801_02.jpg,52,6,1,5801,2
train_core/0053/0053_c2s1_005476_02.jpg,53,2,1,5476,2
train_core/0053/0053_c4s1_006101_01.jpg,53,4,1,6101,1
train_core/0053/0053_c4s1_006126_01.jpg,53,4,1,6126,1
train_core/0053/0053_c4s1_006151_01.jpg,53,4,1,6151,1
train_core/0053/0053_c4s1_006151_02.jpg,53,4,1,6151,2
train_core/0056/0056_c1s1_007401_01.jpg,56,1,1,7401,1
train_core/0056/0056_c1s1_007451_01.jpg,56,1,1,7451,1
train_core/0056/0056_c2s1_006551_01.jpg,56,2,1,6551,1
train_core/0056/0056_c3s1_006551_01.jpg,56,3,1,6551,1
train_core/0056/0056_c4s1_007701_02.jpg,56,4,1,7701,2
train_core/0056/0056_c5s1_007326_01.jpg,56,5,1,7326,1
train_core/0057/0057_c1s1_007551_01.jpg,57,1,1,7551,1
train_core/0057/0057_c2s1_006801_02.jpg,57,2,1,6801,2
train_core/0057/0057_c4s1_007501_01.jpg,57,4,1,7501,1
train_core/0057/0057_c4s1_007551_01.jpg,57,4,1,7551,1
train_core/0057/0057_c4s1_008876_02.jpg,57,4,1,8876,2
train_core/0057/0057_c5s1_007526_04.jpg,57,5,1,7526,4
train_core/0064/0064_c2s1_008301_01.jpg,64,2,1,8301,1
train_core/0064/0064_c2s1_008326_01.jpg,64,2,1,8326,1
train_core/0064/0064_c3s1_008526_01.jpg,64,3,1,8526,1
train_core/0064/0064_c3s1_008551_01.jpg,64,3,1,8551,1
train_core/0064/0064_c6s1_009101_01.jpg,64,6,1,9101,1
train_core/0064/0064_c6s1_009126_01.jpg,64,6,1,9126,1
train_core/0065/0065_c1s1_009226_01.jpg,65,1,1,9226,1
train_core/0065/0065_c2s1_008301_05.jpg,65,2,1,8301,5
train_core/0065/0065_c3s1_008901_03.jpg,65,3,1,8901,3
train_core/0065/0065_c4s1_012301_02.jpg,65,4,1,12301,2
train_core/0065/0065_c5s1_009251_02.jpg,65,5,1,9251,2
train_core/0065/0065_c6s1_009451_02.jpg,65,6,1,9451,2
train_core/0067/0067_c1s1_009376_01.jpg,67,1,1,9376,1
train_core/0067/0067_c1s1_009451_01.jpg,67,1,1,9451,1
train_core/0067/0067_c2s1_007851_01.jpg,67,2,1,7851,1
train_core/0067/0067_c3s1_007551_01.jpg,67,3,1,7551,1
train_core/0067/0067_c5s1_009426_01.jpg,67,5,1,9426,1
train_core/0067/0067_c6s1_009676_05.jpg,67,6,1,9676,5
train_core/0068/0068_c3s1_017926_01.jpg,68,3,1,17926,1
train_core/0068/0068_c3s1_017951_02.jpg,68,3,1,17951,2
train_core/0068/0068_c6s1_010451_01.jpg,68,6,1,10451,1
train_core/0068/0068_c6s1_010476_01.jpg,68,6,1,10476,1
train_core/0068/0068_c6s1_010501_01.jpg,68,6,1,10501,1
train_core/0068/0068_c6s1_010526_01.jpg,68,6,1,10526,1
train_core/0069/0069_c2s3_057977_03.jpg,69,2,3,57977,3
train_core/0069/0069_c2s3_058002_02.jpg,69,2,3,58002,2
train_core/0069/0069_c3s3_064294_04.jpg,69,3,3,64294,4
train_core/0069/0069_c3s3_064319_04.jpg,69,3,3,64319,4
train_core/0069/0069_c5s3_064762_02.jpg,69,5,3,64762,2
train_core/0069/0069_c6s3_087992_01.jpg,69,6,3,87992,1
train_core/0070/0070_c1s1_010951_02.jpg,70,1,1,10951,2
train_core/0070/0070_c3s1_010501_02.jpg,70,3,1,10501,2
train_core/0070/0070_c4s1_010576_01.jpg,70,4,1,10576,1
train_core/0070/0070_c4s1_010601_01.jpg,70,4,1,10601,1
train_core/0070/0070_c5s1_011076_01.jpg,70,5,1,11076,1
train_core/0076/0076_c1s1_011501_04.jpg,76,1,1,11501,4
train_core/0076/0076_c2s1_017826_04.jpg,76,2,1,17826,4
train_core/0076/0076_c3s1_010901_02.jpg,76,3,1,10901,2
train_core/0076/0076_c4s1_052726_01.jpg,76,4,1,52726,1
train_core/0076/0076_c5s1_011476_01.jpg,76,5,1,11476,1
train_core/0076/0076_c6s1_011451_04.jpg,76,6,1,11451,4
train_core/0077/0077_c1s1_018726_02.jpg,77,1,1,18726,2
train_core/0077/0077_c4s1_010876_01.jpg,77,4,1,10876,1
train_core/0077/0077_c4s1_010951_01.jpg,77,4,1,10951,1
train_core/0077/0077_c4s1_011001_02.jpg,77,4,1,11001,2
train_core/0077/0077_c4s1_018376_01.jpg,77,4,1,18376,1
train_core/0077/0077_c4s1_018401_01.jpg,77,4,1,18401,1
train_core/0079/0079_c1s1_011426_06.jpg,79,1,1,11426,6
train_core/0079/0079_c1s1_011451_03.jpg,79,1,1,11451,3
train_core/0079/0079_c4s1_011376_01.jpg,79,4,1,11376,1
train_core/0079/0079_c4s1_011401_01.jpg,79,4,1,11401,1
train_core/0081/0081_c1s1_013176_01.jpg,81,1,1,13176,1
train_core/0081/0081_c2s1_012376_01.jpg,81,2,1,12376,1
train_core/0081/0081_c3s1_012576_03.jpg,81,3,1,12576,3
train_core/0081/0081_c4s1_013651_01.jpg,81,4,1,13651,1
train_core/0081/0081_c5s1_013551_01.jpg,81,5,1,13551,1
train_core/0081/0081_c6s3_011142_02.jpg,81,6,3,11142,2
train_core/0082/0082_c1s6_027671_02.jpg,82,1,6,27671,2
train_core/0082/0082_c1s6_027796_02.jpg,82,1,6,27796,2
train_core/0082/0082_c3s3_076469_02.jpg,82,3,3,76469,2
train_core/0082/0082_c3s3_076569_03.jpg,82,3,3,76569,3
train_core/0082/0082_c5s3_076912_02.jpg,82,5,3,76912,2
train_core/0082/0082_c6s4_002952_01.jpg,82,6,4,2952,1
train_core/0086/0086_c1s1_013476_04.jpg,86,1,1,13476,4
train_core/0086/0086_c2s1_013101_01.jpg,86,2,1,13101,1
train_core/0086/0086_c4s1_013226_02.jpg,86,4,1,13226,2
train_core/0086/0086_c5s1_013551_03.jpg,86,5,1,13551,3
train_core/0088/0088_c1s6_028121_03.jpg,88,1,6,28121,3
train_core/0088/0088_c1s6_028196_03.jpg,88,1,6,28196,3
train_core/0088/0088_c3s3_076794_02.jpg,88,3,3,76794,2
train_core/0088/0088_c3s3_076844_01.jpg,88,3,3,76844,1
train_core/0088/0088_c5s3_077212_03.jpg,88,5,3,77212,3
train_core/0088/0088_c6s4_003152_01.jpg,88,6,4,3152,1
train_core/0090/0090_c1s1_015401_02.jpg,90,1,1,15401,2
train_core/0090/0090_c4s1_013276_01.jpg,90,4,1,13276,1
train_core/0090/0090_c4s1_015251_01.jpg,90,4,1,15251,1
train_core/0090/0090_c4s1_015376_01.jpg,90,4,1,15376,1
train_core/0093/0093_c1s1_014776_03.jpg,93,1,1,14776,3
train_core/0093/0093_c2s1_014176_01.jpg,93,2,1,14176,1
train_core/0093/0093_c2s1_014226_01.jpg,93,2,1,14226,1
train_core/0093/0093_c3s1_014401_02.jpg,93,3,1,14401,2
train_core/0093/0093_c5s1_014751_01.jpg,93,5,1,14751,1
train_core/0093/0093_c6s1_015001_02.jpg,93,6,1,15001,2
train_core/0097/0097_c2s1_015701_01.jpg,97,2,1,15701,1
train_core/0097/0097_c2s1_015701_03.jpg,97,2,1,15701,3
train_core/0097/0097_c3s1_015926_02.jpg,97,3,1,15926,2
train_core/0097/0097_c3s1_015951_02.jpg,97,3,1,15951,2
train_core/0097/0097_c6s1_016501_01.jpg,97,6,1,16501,1
train_core/0097/0097_c6s1_016526_01.jpg,97,6,1,16526,1
train_core/0099/0099_c1s1_016051_03.jpg,99,1,1,16051,3
train_core/0099/0099_c2s1_015726_05.jpg,99,2,1,15726,5
train_core/0099/0099_c3s1_015551_03.jpg,99,3,1,15551,3
train_core/0099/0099_c4s1_015551_02.jpg,99,4,1,15551,2
train_core/0099/0099_c4s1_015701_02.jpg,99,4,1,15701,2
train_core/0100/0100_c1s1_016851_02.jpg,100,1,1,16851,2
train_core/0100/0100_c2s1_016276_01.jpg,100,2,1,16276,1
train_core/0100/0100_c3s1_016576_01.jpg,100,3,1,16576,1
train_core/0100/0100_c4s1_017176_01.jpg,100,4,1,17176,1
train_core/0100/0100_c5s1_016776_02.jpg,100,5,1,16776,2
train_core/0100/0100_c6s1_017101_01.jpg,100,6,1,17101,1
train_core/0104/0104_c1s1_017676_02.jpg,104,1,1,17676,2
train_core/0104/0104_c2s1_016651_01.jpg,104,2,1,16651,1
train_core/0104/0104_c3s1_017076_02.jpg,104,3,1,17076,2
train_core/0104/0104_c4s2_019817_01.jpg,104,4,2,19817,1
train_core/0104/0104_c5s1_017701_02.jpg,104,5,1,17701,2
train_core/0104/0104_c6s1_018001_01.jpg,104,6,1,18001,1
train_core/0105/0105_c1s1_017626_02.jpg,105,1,1,17626,2
train_core/0105/0105_c1s1_017676_04.jpg,105,1,1,17676,4
train_core/0105/0105_c2s1_017426_01.jpg,105,2,1,17426,1
train_core/0105/0105_c3s1_017076_01.jpg,105,3,1,17076,1
train_core/0105/0105_c5s1_017576_01.jpg,105,5,1,17576,1
train_core/0105/0105_c6s1_017151_05.jpg,105,6,1,17151,5
train_core/0106/0106_c1s1_018001_01.jpg,106,1,1,18001,1
train_core/0106/0106_c1s1_018076_01.jpg,106,1,1,18076,1
train_core/0106/0106_c2s1_017401_02.jpg,106,2,1,17401,2
train_core/0106/0106_c3s1_017526_04.jpg,106,3,1,17526,4
train_core/0106/0106_c4s1_018251_03.jpg,106,4,1,18251,3
train_core/0106/0106_c5s1_017951_03.jpg,106,5,1,17951,3
train_core/0107/0107_c1s1_018076_03.jpg,107,1,1,18076,3
train_core/0107/0107_c2s1_017426_05.jpg,107,2,1,17426,5
train_core/0107/0107_c3s1_017526_01.jpg,107,3,1,17526,1
train_core/0107/0107_c4s1_034226_01.jpg,107,4,1,34226,1
train_core/0107/0107_c5s1_018076_01.jpg,107,5,1,18076,1
train_core/0107/0107_c6s1_018401_02.jpg,107,6,1,18401,2
train_core/0108/0108_c1s1_018301_03.jpg,108,1,1,18301,3
train_core/0108/0108_c1s1_018351_03.jpg,108,1,1,18351,3
train_core/0108/0108_c2s1_017626_03.jpg,108,2,1,17626,3
train_core/0108/0108_c2s1_017626_07.jpg,108,2,1,17626,7
train_core/0108/0108_c4s1_018251_04.jpg,108,4,1,18251,4
train_core/0108/0108_c4s1_018301_03.jpg,108,4,1,18301,3
train_core/0110/0110_c1s1_035326_01.jpg,110,1,1,35326,1
train_core/0110/0110_c2s1_018001_01.jpg,110,2,1,18001,1
train_core/0110/0110_c3s1_018226_01.jpg,110,3,1,18226,1
train_core/0110/0110_c4s1_035126_01.jpg,110,4,1,35126,1
train_core/0110/0110_c5s1_035176_01.jpg,110,5,1,35176,1
train_core/0110/0110_c6s1_018801_01.jpg,110,6,1,18801,1
train_core/0111/0111_c1s1_018776_02.jpg,111,1,1,18776,2
train_core/0111/0111_c1s1_018851_01.jpg,111,1,1,18851,1
train_core/0111/0111_c3s1_018226_03.jpg,111,3,1,18226,3
train_core/0111/0111_c4s4_051735_01.jpg,111,4,4,51735,1
train_core/0111/0111_c5s1_018751_01.jpg,111,5,1,18751,1
train_core/0111/0111_c6s1_018851_02.jpg,111,6,1,18851,2
train_core/0114/0114_c2s3_071602_01.jpg,114,2,3,71602,1
train_core/0114/0114_c2s3_071702_01.jpg,114,2,3,71702,1
train_core/0114/0114_c2s3_071752_02.jpg,114,2,3,71752,2
train_core/0114/0114_c3s3_078044_05.jpg,114,3,3,78044,5
train_core/0114/0114_c3s3_078094_01.jpg,114,3,3,78094,1
train_core/0115/0115_c1s1_019201_02.jpg,115,1,1,19201,2
train_core/0115/0115_c1s1_021151_01.jpg,115,1,1,21151,1
train_core/0115/0115_c2s1_018451_02.jpg,115,2,1,18451,2
train_core/0115/0115_c3s1_018851_01.jpg,115,3,1,18851,1
train_core/0115/0115_c5s1_019126_02.jpg,115,5,1,19126,2
train_core/0115/0115_c6s1_019401_06.jpg,115,6,1,19401,6
train_core/0116/0116_c1s1_018751_01.jpg,116,1,1,18751,1
train_core/0116/0116_c2s2_082007_03.jpg,116,2,2,82007,3
train_core/0116/0116_c3s1_018326_04.jpg,116,3,1,18326,4
train_core/0116/0116_c4s2_029117_03.jpg,116,4,2,29117,3
train_core/0116/0116_c5s1_019201_04.jpg,116,5,1,19201,4
train_core/0116/0116_c6s1_018901_07.jpg,116,6,1,18901,7
train_core/0117/0117_c1s1_019576_02.jpg,117,1,1,19576,2
train_core/0117/0117_c1s1_019601_02.jpg,117,1,1,19601,2
train_core/0117/0117_c2s1_018926_01.jpg,117,2,1,18926,1
train_core/0117/0117_c4s1_019551_01.jpg,117,4,1,19551,1
train_core/0117/0117_c4s1_019576_02.jpg,117,4,1,19576,2
train_core/0117/0117_c4s1_019601_01.jpg,117,4,1,19601,1
train_core/0118/0118_c1s6_021546_02.jpg,118,1,6,21546,2
train_core/0118/0118_c2s3_063952_01.jpg,118,2,3,63952,1
train_core/0118/0118_c2s3_064027_02.jpg,118,2,3,64027,2
train_core/0118/0118_c3s3_070369_04.jpg,118,3,3,70369,4
train_core/0118/0118_c3s3_070394_02.jpg,118,3,3,70394,2
train_core/0118/0118_c6s3_094117_01.jpg,118,6,3,94117,1
train_core/0121/0121_c1s4_000056_01.jpg,121,1,4,56,1
train_core/0121/0121_c2s1_020026_02.jpg,121,2,1,20026,2
train_core/0121/0121_c3s1_020176_03.jpg,121,3,1,20176,3
train_core/0121/0121_c4s3_074710_02.jpg,121,4,3,74710,2
train_core/0121/0121_c5s2_085652_02.jpg,121,5,2,85652,2
train_core/0121/0121_c6s1_020801_03.jpg,121,6,1,20801,3
train_core/0122/0122_c1s1_019951_01.jpg,122,1,1,19951,1
train_core/0122/0122_c1s1_020001_01.jpg,122,1,1,20001,1
train_core/0122/0122_c4s1_020126_03.jpg,122,4,1,20126,3
train_core/0122/0122_c4s1_020151_03.jpg,122,4,1,20151,3
train_core/0123/0123_c1s1_020526_01.jpg,123,1,1,20526,1
train_core/0123/0123_c1s1_021001_01.jpg,123,1,1,21001,1
train_core/0123/0123_c3s1_020326_01.jpg,123,3,1,20326,1
train_core/0123/0123_c4s1_020476_01.jpg,123,4,1,20476,1
train_core/0123/0123_c5s1_029751_01.jpg,123,5,1,29751,1
train_core/0123/0123_c6s1_029576_01.jpg,123,6,1,29576,1
train_core/0125/0125_c1s1_021101_02.jpg,125,1,1,21101,2
train_core/0125/0125_c2s1_020701_01.jpg,125,2,1,20701,1
train_core/0125/0125_c4s1_020676_03.jpg,125,4,1,20676,3
train_core/0125/0125_c4s1_020726_03.jpg,125,4,1,20726,3
train_core/0127/0127_c1s3_074881_01.jpg,127,1,3,74881,1
train_core/0127/0127_c2s1_020701_07.jpg,127,2,1,20701,7
train_core/0127/0127_c3s1_020801_01.jpg,127,3,1,20801,1
train_core/0127/0127_c4s3_074660_01.jpg,127,4,3,74660,1
train_core/0127/0127_c5s2_085527_02.jpg,127,5,2,85527,2
train_core/0127/0127_c6s1_021376_02.jpg,127,6,1,21376,2
train_core/0132/0132_c1s1_022276_01.jpg,132,1,1,22276,1
train_core/0132/0132_c2s1_021626_01.jpg,132,2,1,21626,1
train_core/0132/0132_c3s1_021626_01.jpg,132,3,1,21626,1
train_core/0132/0132_c4s1_042826_02.jpg,132,4,1,42826,2
train_core/0132/0132_c5s1_022176_01.jpg,132,5,1,22176,1
train_core/0132/0132_c6s1_022526_02.jpg,132,6,1,22526,2
train_core/0134/0134_c1s1_022501_01.jpg,134,1,1,22501,1
train_core/0134/0134_c1s1_022576_01.jpg,134,1,1,22576,1
train_core/0134/0134_c2s1_021826_06.jpg,134,2,1,21826,6
train_core/0134/0134_c4s1_022551_03.jpg,134,4,1,22551,3
train_core/0135/0135_c2s1_022676_03.jpg,135,2,1,22676,3
train_core/0135/0135_c3s1_022426_01.jpg,135,3,1,22426,1
train_core/0135/0135_c3s1_022451_02.jpg,135,3,1,22451,2
train_core/0135/0135_c5s1_023301_04.jpg,135,5,1,23301,4
train_core/0135/0135_c6s1_022876_03.jpg,135,6,1,22876,3
train_core/0135/0135_c6s1_022926_01.jpg,135,6,1,22926,1
train_core/0136/0136_c1s1_023051_01.jpg,136,1,1,23051,1
train_core/0136/0136_c1s1_023126_01.jpg,136,1,1,23126,1
train_core/0136/0136_c2s1_022701_08.jpg,136,2,1,22701,8
train_core/0136/0136_c3s1_022451_01.jpg,136,3,1,22451,1
train_core/0136/0136_c4s1_022076_02.jpg,136,4,1,22076,2
train_core/0136/0136_c5s1_022901_01.jpg,136,5,1,22901,1
train_core/0139/0139_c1s1_023301_01.jpg,139,1,1,23301,1
train_core/0139/0139_c1s1_023301_02.jpg,139,1,1,23301,2
train_core/0139/0139_c3s1_022951_01.jpg,139,3,1,22951,1
train_core/0139/0139_c4s1_022701_03.jpg,139,4,1,22701,3
train_core/0139/0139_c5s1_023376_02.jpg,139,5,1,23376,2
train_core/0139/0139_c6s1_023426_01.jpg,139,6,1,23426,1
train_core/0140/0140_c2s1_022301_03.jpg,140,2,1,22301,3
train_core/0140/0140_c2s1_022301_05.jpg,140,2,1,22301,5
train_core/0140/0140_c4s1_023751_02.jpg,140,4,1,23751,2
train_core/0140/0140_c4s1_023776_03.jpg,140,4,1,23776,3
train_core/0140/0140_c5s1_023076_02.jpg,140,5,1,23076,2
train_core/0141/0141_c2s1_022301_07.jpg,141,2,1,22301,7
train_core/0141/0141_c2s1_022326_07.jpg,141,2,1,22326,7
train_core/0141/0141_c2s1_022351_03.jpg,141,2,1,22351,3
train_core/0141/0141_c4s1_022951_03.jpg,141,4,1,22951,3
train_core/0141/0141_c4s1_023001_05.jpg,141,4,1,23001,5
train_core/0142/0142_c1s5_012511_03.jpg,142,1,5,12511,3
train_core/0142/0142_c2s1_022326_03.jpg,142,2,1,22326,3
train_core/0142/0142_c3s2_147819_04.jpg,142,3,2,147819,4
train_core/0142/0142_c4s1_023076_03.jpg,142,4,1,23076,3
train_core/0142/0142_c5s2_148274_02.jpg,142,5,2,148274,2
train_core/0142/0142_c6s3_009667_05.jpg,142,6,3,9667,5
train_core/0148/0148_c1s1_024501_05.jpg,148,1,1,24501,5
train_core/0148/0148_c2s2_020612_02.jpg,148,2,2,20612,2
train_core/0148/0148_c3s1_023001_04.jpg,148,3,1,23001,4
train_core/0148/0148_c4s1_032676_02.jpg,148,4,1,32676,2
train_core/0148/0148_c5s1_023526_03.jpg,148,5,1,23526,3
train_core/0148/0148_c6s1_024526_03.jpg,148,6,1,24526,3
train_core/0149/0149_c1s6_029221_01.jpg,149,1,6,29221,1
train_core/0149/0149_c1s6_029246_01.jpg,149,1,6,29246,1
train_core/0149/0149_c3s3_077919_01.jpg,149,3,3,77919,1
train_core/0149/0149_c3s3_078044_02.jpg,149,3,3,78044,2
train_core/0149/0149_c5s3_078512_02.jpg,149,5,3,78512,2
train_core/0149/0149_c6s4_004552_03.jpg,149,6,4,4552,3
train_core/0150/0150_c1s1_024326_02.jpg,150,1,1,24326,2
train_core/0150/0150_c1s1_024426_03.jpg,150,1,1,24426,3
train_core/0150/0150_c4s1_024426_01.jpg,150,4,1,24426,1
train_core/0150/0150_c4s1_024451_01.jpg,150,4,1,24451,1
train_core/0150/0150_c5s1_024826_02.jpg,150,5,1,24826,2
train_core/0150/0150_c5s1_024876_02.jpg,150,5,1,24876,2
train_core/0158/0158_c1s1_028301_01.jpg,158,1,1,28301,1
train_core/0158/0158_c1s1_028326_01.jpg,158,1,1,28326,1
train_core/0158/0158_c2s1_026501_01.jpg,158,2,1,26501,1
train_core/0158/0158_c3s1_027701_01.jpg,158,3,1,27701,1
train_core/0158/0158_c5s1_028326_01.jpg,158,5,1,28326,1
