path,pid,cam,seq,frame,idx
train_full_clean/0002/0002_c5s1_123595_04.jpg,2,5,1,123595,4
train_full_clean/0002/0002_c5s1_123595_08.jpg,2,5,1,123595,8
train_full_clean/0002/0002_c6s1_069251_03.jpg,2,6,1,69251,3
train_full_clean/0002/0002_c6s1_073426_02.jpg,2,6,1,73426,2
train_full_clean/0002/0002_c6s1_073451_02.jpg,2,6,1,73451,2
train_full_clean/0007/0007_c1s6_028546_01.jpg,7,1,6,28546,1
train_full_clean/0007/0007_c1s6_028546_04.jpg,7,1,6,28546,4
train_full_clean/0007/0007_c2s3_070952_01.jpg,7,2,3,70952,1
train_full_clean/0007/0007_c2s3_071002_01.jpg,7,2,3,71002,1
train_full_clean/0007/0007_c2s3_071052_01.jpg,7,2,3,71052,1
train_full_clean/0007/0007_c3s3_077344_04.jpg,7,3,3,77344,4
train_full_clean/0007/0007_c3s3_077419_03.jpg,7,3,3,77419,3
train_full_clean/0010/0010_c1s6_027271_05.jpg,10,1,6,27271,5
train_full_clean/0010/0010_c1s6_027296_01.jpg,10,1,6,27296,1
train_full_clean/0010/0010_c3s3_075919_02.jpg,10,3,3,75919,2
train_full_clean/0010/0010_c3s3_076019_01.jpg,10,3,3,76019,1
train_full_clean/0010/0010_c3s3_076044_05.jpg,10,3,3,76044,5
train_full_clean/0010/0010_c3s3_076069_03.jpg,10,3,3,76069,3
train_full_clean/0010/0010_c5s3_076487_02.jpg,10,5,3,76487,2
train_full_clean/0010/0010_c6s4_002427_02.jpg,10,6,4,2427,2
train_full_clean/0010/0010_c6s4_002427_07.jpg,10,6,4,2427,7
train_full_clean/0010/0010_c6s4_002452_02.jpg,10,6,4,2452,2
train_full_clean/0010/0010_c6s4_002502_02.jpg,10,6,4,2502,2
train_full_clean/0011/0011_c1s6_027271_01.jpg,11,1,6,27271,1
train_full_clean/0011/0011_c1s6_027296_03.jpg,11,1,6,27296,3
train_full_clean/0011/0011_c3s3_075919_03.jpg,11,3,3,75919,3
train_full_clean/0011/0011_c3s3_075969_02.jpg,11,3,3,75969,2
train_full_clean/0011/0011_c3s3_076044_03.jpg,11,3,3,76044,3
train_full_clean/0011/0011_c3s3_076119_07.jpg,11,3,3,76119,7
train_full_clean/0011/0011_c5s3_076537_12.jpg,11,5,3,76537,12
train_full_clean/0011/0011_c5s3_076562_09.jpg,11,5,3,76562,9
train_full_clean/0011/0011_c6s4_002352_01.jpg,11,6,4,2352,1
train_full_clean/0011/0011_c6s4_002377_01.jpg,11,6,4,2377,1
train_full_clean/0011/0011_c6s4_002427_01.jpg,11,6,4,2427,1
train_full_clean/0011/0011_c6s4_002452_01.jpg,11,6,4,2452,1
train_full_clean/0011/0011_c6s4_002502_01.jpg,11,6,4,2502,1
train_full_clean/0011/0011_c6s4_002527_01.jpg,11,6,4,2527,1
train_full_clean/0011/0011_c6s4_002527_05.jpg,11,6,4,2527,5
train_full_clean/0012/0012_c1s1_000701_01.jpg,12,1,1,701,1
train_full_clean/0012/0012_c1s1_000776_02.jpg,12,1,1,776,2
train_full_clean/0012/0012_c1s1_000801_02.jpg,12,1,1,801,2
train_full_clean/0012/0012_c4s1_000826_01.jpg,12,4,1,826,1
train_full_clean/0012/0012_c4s1_000876_03.jpg,12,4,1,876,3
train_full_clean/0012/0012_c5s1_000651_02.jpg,12,5,1,651,2
train_full_clean/0020/0020_c1s1_001526_03.jpg,20,1,1,1526,3
train_full_clean/0020/0020_c4s1_001426_04.jpg,20,4,1,1426,4
train_full_clean/0020/0020_c4s1_001426_06.jpg,20,4,1,1426,6
train_full_clean/0020/0020_c4s1_001451_03.jpg,20,4,1,1451,3
train_full_clean/0020/0020_c4s1_001451_04.jpg,20,4,1,1451,4
train_full_clean/0020/0020_c4s1_001476_01.jpg,20,4,1,1476,1
train_full_clean/0022/0022_c1s1_002351_04.jpg,22,1,1,2351,4
train_full_clean/0022/0022_c1s1_002376_01.jpg,22,1,1,2376,1
train_full_clean/0022/0022_c1s1_002401_01.jpg,22,1,1,2401,1
train_full_clean/0022/0022_c1s1_002851_01.jpg,22,1,1,2851,1
train_full_clean/0022/0022_c1s1_002876_01.jpg,22,1,1,2876,1
train_full_clean/0022/0022_c1s1_004051_01.jpg,22,1,1,4051,1
train_full_clean/0022/0022_c1s1_004101_01.jpg,22,1,1,4101,1
train_full_clean/0022/0022_c1s1_004126_01.jpg,22,1,1,4126,1
train_full_clean/0022/0022_c2s1_001801_05.jpg,22,2,1,1801,5
train_full_clean/0022/0022_c3s1_001826_02.jpg,22,3,1,1826,2
train_full_clean/0022/0022_c3s1_001901_01.jpg,22,3,1,1901,1
train_full_clean/0022/0022_c3s1_001926_02.jpg,22,3,1,1926,2
train_full_clean/0022/0022_c3s1_002376_01.jpg,22,3,1,2376,1
train_full_clean/0022/0022_c3s1_003401_02.jpg,22,3,1,3401,2
train_full_clean/0022/0022_c3s1_003451_01.jpg,22,3,1,3451,1
train_full_clean/0022/0022_c3s1_003476_01.jpg,22,3,1,3476,1
train_full_clean/0022/0022_c3s1_044651_01.jpg,22,3,1,44651,1
train_full_clean/0022/0022_c3s1_044676_01.jpg,22,3,1,44676,1
train_full_clean/0022/0022_c4s1_004376_03.jpg,22,4,1,4376,3
train_full_clean/0022/0022_c4s1_045201_02.jpg,22,4,1,45201,2
train_full_clean/0022/0022_c4s1_045251_01.jpg,22,4,1,45251,1
train_full_clean/0022/0022_c4s1_045326_01.jpg,22,4,1,45326,1
train_full_clean/0022/0022_c5s1_002401_01.jpg,22,5,1,2401,1
train_full_clean/0022/0022_c5s1_002426_01.jpg,22,5,1,2426,1
train_full_clean/0022/0022_c5s1_002526_01.jpg,22,5,1,2526,1
train_full_clean/0022/0022_c5s1_002576_01.jpg,22,5,1,2576,1
train_full_clean/0022/0022_c5s1_002851_01.jpg,22,5,1,2851,1
train_full_clean/0022/0022_c5s1_002901_02.jpg,22,5,1,2901,2
train_full_clean/0022/0022_c5s1_002926_01.jpg,22,5,1,2926,1
train_full_clean/0022/0022_c5s1_004026_01.jpg,22,5,1,4026,1
train_full_clean/0022/0022_c5s1_004051_01.jpg,22,5,1,4051,1
train_full_clean/0022/0022_c5s1_004151_02.jpg,22,5,1,4151,2
train_full_clean/0022/0022_c5s1_045301_01.jpg,22,5,1,45301,1
train_full_clean/0022/0022_c5s1_045326_01.jpg,22,5,1,45326,1
train_full_clean/0022/0022_c5s1_045401_04.jpg,22,5,1,45401,4
train_full_clean/0022/0022_c6s1_002901_01.jpg,22,6,1,2901,1
train_full_clean/0022/0022_c6s1_002901_03.jpg,22,6,1,2901,3
train_full_clean/0022/0022_c6s1_002926_01.jpg,22,6,1,2926,1
train_full_clean/0022/0022_c6s1_002926_03.jpg,22,6,1,2926,3
train_full_clean/0022/0022_c6s1_002951_01.jpg,22,6,1,2951,1
train_full_clean/0022/0022_c6s1_002951_05.jpg,22,6,1,2951,5
train_full_clean/0022/0022_c6s1_002976_01.jpg,22,6,1,2976,1
train_full_clean/0022/0022_c6s1_003001_01.jpg,22,6,1,3001,1
train_full_clean/0022/0022_c6s1_003001_03.jpg,22,6,1,3001,3
train_full_clean/0022/0022_c6s1_003026_01.jpg,22,6,1,3026,1
train_full_clean/0022/0022_c6s1_003051_01.jpg,22,6,1,3051,1
train_full_clean/0022/0022_c6s1_003876_01.jpg,22,6,1,3876,1
train_full_clean/0022/0022_c6s1_003901_01.jpg,22,6,1,3901,1
train_full_clean/0022/0022_c6s1_003926_01.jpg,22,6,1,3926,1
train_full_clean/0022/0022_c6s1_003951_01.jpg,22,6,1,3951,1
train_full_clean/0022/0022_c6s1_003976_01.jpg,22,6,1,3976,1
train_full_clean/0022/0022_c6s1_004001_01.jpg,22,6,1,4001,1
train_full_clean/0022/0022_c6s1_004026_01.jpg,22,6,1,4026,1
train_full_clean/0022/0022_c6s1_004051_01.jpg,22,6,1,4051,1
train_full_clean/0022/0022_c6s1_004076_01.jpg,22,6,1,4076,1
train_full_clean/0022/0022_c6s1_004101_01.jpg,22,6,1,4101,1
train_full_clean/0022/0022_c6s1_045101_02.jpg,22,6,1,45101,2
train_full_clean/0022/0022_c6s1_045126_02.jpg,22,6,1,45126,2
train_full_clean/0022/0022_c6s1_045176_02.jpg,22,6,1,45176,2
train_full_clean/0023/0023_c1s1_004101_02.jpg,23,1,1,4101,2
train_full_clean/0023/0023_c1s1_004126_02.jpg,23,1,1,4126,2
train_full_clean/0023/0023_c3s1_001951_03.jpg,23,3,1,1951,3
train_full_clean/0023/0023_c4s1_004151_01.jpg,23,4,1,4151,1
train_full_clean/0023/0023_c4s1_004376_01.jpg,23,4,1,4376,1
train_full_clean/0023/0023_c5s1_004051_04.jpg,23,5,1,4051,4
train_full_clean/0023/0023_c6s1_002351_02.jpg,23,6,1,2351,2
train_full_clean/0023/0023_c6s1_002376_02.jpg,23,6,1,2376,2
train_full_clean/0023/0023_c6s1_002401_01.jpg,23,6,1,2401,1
train_full_clean/0023/0023_c6s1_002451_01.jpg,23,6,1,2451,1
train_full_clean/0023/0023_c6s1_002476_02.jpg,23,6,1,2476,2
train_full_clean/0023/0023_c6s1_002501_02.jpg,23,6,1,2501,2
train_full_clean/0023/0023_c6s1_002526_02.jpg,23,6,1,2526,2
train_full_clean/0023/0023_c6s1_002551_03.jpg,23,6,1,2551,3
train_full_clean/0023/0023_c6s1_002576_01.jpg,23,6,1,2576,1
train_full_clean/0023/0023_c6s1_002676_03.jpg,23,6,1,2676,3
train_full_clean/0023/0023_c6s1_003826_03.jpg,23,6,1,3826,3
train_full_clean/0023/0023_c6s1_003851_02.jpg,23,6,1,3851,2
train_full_clean/0023/0023_c6s1_003876_03.jpg,23,6,1,3876,3
train_full_clean/0023/0023_c6s1_003901_03.jpg,23,6,1,3901,3
train_full_clean/0027/0027_c1s1_002301_03.jpg,27,1,1,2301,3
train_full_clean/0027/0027_c1s1_002326_04.jpg,27,1,1,2326,4
train_full_clean/0027/0027_c1s1_002351_01.jpg,27,1,1,2351,1
train_full_clean/0027/0027_c1s4_033456_01.jpg,27,1,4,33456,1
train_full_clean/0027/0027_c1s4_033481_01.jpg,27,1,4,33481,1
train_full_clean/0027/0027_c2s1_001751_04.jpg,27,2,1,1751,4
train_full_clean/0027/0027_c2s1_001776_04.jpg,27,2,1,1776,4
train_full_clean/0027/0027_c2s2_091032_02.jpg,27,2,2,91032,2
train_full_clean/0027/0027_c3s1_002026_03.jpg,27,3,1,2026,3
train_full_clean/0027/0027_c3s1_002051_02.jpg,27,3,1,2051,2
train_full_clean/0027/0027_c3s1_002076_02.jpg,27,3,1,2076,2
train_full_clean/0027/0027_c6s1_002626_01.jpg,27,6,1,2626,1
train_full_clean/0027/0027_c6s1_002651_02.jpg,27,6,1,2651,2
train_full_clean/0027/0027_c6s1_002676_02.jpg,27,6,1,2676,2
train_full_clean/0027/0027_c6s2_087768_03.jpg,27,6,2,87768,3
train_full_clean/0028/0028_c1s4_033506_01.jpg,28,1,4,33506,1
train_full_clean/0028/0028_c1s4_033531_01.jpg,28,1,4,33531,1
train_full_clean/0028/0028_c2s1_001751_02.jpg,28,2,1,1751,2
train_full_clean/0028/0028_c2s1_001776_03.jpg,28,2,1,1776,3
train_full_clean/0028/0028_c2s1_001801_03.jpg,28,2,1,1801,3
train_full_clean/0028/0028_c3s1_001976_01.jpg,28,3,1,1976,1
train_full_clean/0028/0028_c3s1_002001_02.jpg,28,3,1,2001,2
train_full_clean/0028/0028_c3s1_002026_02.jpg,28,3,1,2026,2
train_full_clean/0028/0028_c6s1_002551_02.jpg,28,6,1,2551,2
train_full_clean/0028/0028_c6s1_002576_04.jpg,28,6,1,2576,4
train_full_clean/0028/0028_c6s1_002601_02.jpg,28,6,1,2601,2
train_full_clean/0030/0030_c1s1_002551_03.jpg,30,1,1,2551,3
train_full_clean/0030/0030_c1s1_002576_01.jpg,30,1,1,2576,1
train_full_clean/0030/0030_c2s1_001876_02.jpg,30,2,1,1876,2
train_full_clean/0030/0030_c3s1_001926_06.jpg,30,3,1,1926,6
train_full_clean/0030/0030_c4s1_002476_03.jpg,30,4,1,2476,3
train_full_clean/0032/0032_c1s1_002576_03.jpg,32,1,1,2576,3
train_full_clean/0032/0032_c1s1_002851_02.jpg,32,1,1,2851,2
train_full_clean/0032/0032_c1s1_002876_02.jpg,32,1,1,2876,2
train_full_clean/0032/0032_c3s1_002276_01.jpg,32,3,1,2276,1
train_full_clean/0032/0032_c3s1_002376_02.jpg,32,3,1,2376,2
train_full_clean/0032/0032_c3s1_002401_02.jpg,32,3,1,2401,2
train_full_clean/0032/0032_c3s1_002451_02.jpg,32,3,1,2451,2
train_full_clean/0032/0032_c3s1_002526_02.jpg,32,3,1,2526,2
train_full_clean/0032/0032_c5s1_002801_01.jpg,32,5,1,2801,1
train_full_clean/0032/0032_c5s1_002851_02.jpg,32,5,1,2851,2
train_full_clean/0032/0032_c5s1_002901_04.jpg,32,5,1,2901,4
train_full_clean/0032/0032_c5s1_002926_02.jpg,32,5,1,2926,2
train_full_clean/0032/0032_c6s1_002851_01.jpg,32,6,1,2851,1
train_full_clean/0032/0032_c6s1_002876_01.jpg,32,6,1,2876,1
train_full_clean/0032/0032_c6s1_002901_02.jpg,32,6,1,2901,2
train_full_clean/0032/0032_c6s1_002926_02.jpg,32,6,1,2926,2
train_full_clean/0032/0032_c6s1_002926_04.jpg,32,6,1,2926,4
train_full_clean/0032/0032_c6s1_002951_02.jpg,32,6,1,2951,2
train_full_clean/0032/0032_c6s1_002951_03.jpg,32,6,1,2951,3
train_full_clean/0032/0032_c6s1_002976_02.jpg,32,6,1,2976,2
train_full_clean/0032/0032_c6s1_003001_02.jpg,32,6,1,3001,2
train_full_clean/0032/0032_c6s1_003026_02.jpg,32,6,1,3026,2
train_full_clean/0032/0032_c6s1_003051_02.jpg,32,6,1,3051,2
train_full_clean/0032/0032_c6s1_003101_01.jpg,32,6,1,3101,1
train_full_clean/0035/0035_c1s1_003351_01.jpg,35,1,1,3351,1
train_full_clean/0035/0035_c1s1_003676_01.jpg,35,1,1,3676,1
train_full_clean/0035/0035_c3s1_003251_01.jpg,35,3,1,3251,1
train_full_clean/0035/0035_c3s1_003276_01.jpg,35,3,1,3276,1
train_full_clean/0035/0035_c3s1_003301_01.jpg,35,3,1,3301,1
train_full_clean/0035/0035_c4s1_003201_01.jpg,35,4,1,3201,1
train_full_clean/0035/0035_c4s1_003226_01.jpg,35,4,1,3226,1
train_full_clean/0035/0035_c4s1_003401_01.jpg,35,4,1,3401,1
train_full_clean/0035/0035_c4s1_003426_01.jpg,35,4,1,3426,1
train_full_clean/0035/0035_c5s1_003676_01.jpg,35,5,1,3676,1
train_full_clean/0035/0035_c5s1_003701_01.jpg,35,5,1,3701,1
train_full_clean/0035/0035_c5s1_003776_01.jpg,35,5,1,3776,1
train_full_clean/0035/0035_c5s1_003801_01.jpg,35,5,1,3801,1
train_full_clean/0035/0035_c6s1_003801_01.jpg,35,6,1,3801,1
train_full_clean/0035/0035_c6s1_003826_01.jpg,35,6,1,3826,1
train_full_clean/0035/0035_c6s1_003851_01.jpg,35,6,1,3851,1
train_full_clean/0035/0035_c6s1_003876_02.jpg,35,6,1,3876,2
train_full_clean/0035/0035_c6s1_003901_02.jpg,35,6,1,3901,2
train_full_clean/0035/0035_c6s1_003976_03.jpg,35,6,1,3976,3
train_full_clean/0037/0037_c1s1_003926_01.jpg,37,1,1,3926,1
train_full_clean/0037/0037_c1s1_003951_01.jpg,37,1,1,3951,1
train_full_clean/0037/0037_c1s1_004376_04.jpg,37,1,1,4376,4
train_full_clean/0037/0037_c2s1_002976_01.jpg,37,2,1,2976,1
train_full_clean/0037/0037_c2s1_003126_01.jpg,37,2,1,3126,1
train_full_clean/0037/0037_c2s1_003176_01.jpg,37,2,1,3176,1
train_full_clean/0037/0037_c2s1_003301_01.jpg,37,2,1,3301,1
train_full_clean/0037/0037_c2s1_003976_04.jpg,37,2,1,3976,4
train_full_clean/0037/0037_c2s1_004476_01.jpg,37,2,1,4476,1
train_full_clean/0037/0037_c3s1_003151_01.jpg,37,3,1,3151,1
train_full_clean/0037/0037_c3s1_003301_03.jpg,37,3,1,3301,3
train_full_clean/0037/0037_c3s1_003451_04.jpg,37,3,1,3451,4
train_full_clean/0037/0037_c3s1_003476_03.jpg,37,3,1,3476,3
train_full_clean/0037/0037_c3s1_003476_04.jpg,37,3,1,3476,4
train_full_clean/0037/0037_c3s1_003851_04.jpg,37,3,1,3851,4
train_full_clean/0037/0037_c5s1_003801_02.jpg,37,5,1,3801,2
train_full_clean/0037/0037_c5s1_004151_04.jpg,37,5,1,4151,4
train_full_clean/0037/0037_c5s1_004426_02.jpg,37,5,1,4426,2
train_full_clean/0037/0037_c5s1_004651_04.jpg,37,5,1,4651,4
train_full_clean/0037/0037_c5s1_005176_04.jpg,37,5,1,5176,4
train_full_clean/0042/0042_c2s3_057927_04.jpg,42,2,3,57927,4
train_full_clean/0042/0042_c3s3_064144_04.jpg,42,3,3,64144,4
train_full_clean/0042/0042_c3s3_064169_01.jpg,42,3,3,64169,1
train_full_clean/0042/0042_c6s3_087892_02.jpg,42,6,3,87892,2
train_full_clean/0042/0042_c6s3_087917_01.jpg,42,6,3,87917,1
train_full_clean/0043/0043_c2s1_003626_02.jpg,43,2,1,3626,2
train_full_clean/0043/0043_c2s1_003651_02.jpg,43,2,1,3651,2
train_full_clean/0043/0043_c3s1_003776_03.jpg,43,3,1,3776,3
train_full_clean/0043/0043_c3s1_003826_02.jpg,43,3,1,3826,2
train_full_clean/0043/0043_c3s1_003851_02.jpg,43,3,1,3851,2
train_full_clean/0043/0043_c6s1_004376_01.jpg,43,6,1,4376,1
train_full_clean/0043/0043_c6s1_004401_02.jpg,43,6,1,4401,2
train_full_clean/0043/0043_c6s1_004426_01.jpg,43,6,1,4426,1
train_full_clean/0043/0043_c6s1_004451_01.jpg,43,6,1,4451,1
train_full_clean/0046/0046_c1s1_004101_04.jpg,46,1,1,4101,4
train_full_clean/0046/0046_c1s1_004126_03.jpg,46,1,1,4126,3
train_full_clean/0046/0046_c1s1_004151_01.jpg,46,1,1,4151,1
train_full_clean/0046/0046_c4s1_004026_01.jpg,46,4,1,4026,1
train_full_clean/0046/0046_c4s1_004151_03.jpg,46,4,1,4151,3
train_full_clean/0046/0046_c4s1_004376_02.jpg,46,4,1,4376,2
train_full_clean/0046/0046_c5s1_004026_04.jpg,46,5,1,4026,4
train_full_clean/0046/0046_c5s1_004051_02.jpg,46,5,1,4051,2
train_full_clean/0046/0046_c5s1_004151_03.jpg,46,5,1,4151,3
train_full_clean/0047/0047_c1s6_027846_02.jpg,47,1,6,27846,2
train_full_clean/0047/0047_c2s3_070302_01.jpg,47,2,3,70302,1
train_full_clean/0047/0047_c2s3_070352_01.jpg,47,2,3,70352,1
train_full_clean/0047/0047_c3s3_076569_04.jpg,47,3,3,76569,4
train_full_clean/0047/0047_c3s3_076619_01.jpg,47,3,3,76619,1
train_full_clean/0047/0047_c5s3_076912_03.jpg,47,5,3,76912,3
train_full_clean/0047/0047_c5s3_076987_03.jpg,47,5,3,76987,3
train_full_clean/0047/0047_c6s4_003052_04.jpg,47,6,4,3052,4
train_full_clean/0047/0047_c6s4_003052_05.jpg,47,6,4,3052,5
train_full_clean/0047/0047_c6s4_003102_01.jpg,47,6,4,3102,1
train_full_clean/0048/0048_c1s1_005001_01.jpg,48,1,1,5001,1
train_full_clean/0048/0048_c1s1_005101_01.jpg,48,1,1,5101,1
train_full_clean/0048/0048_c1s1_005101_03.jpg,48,1,1,5101,3
train_full_clean/0048/0048_c1s1_005351_01.jpg,48,1,1,5351,1
train_full_clean/0048/0048_c2s1_004326_01.jpg,48,2,1,4326,1
train_full_clean/0048/0048_c2s1_004326_05.jpg,48,2,1,4326,5
train_full_clean/0048/0048_c2s1_004401_01.jpg,48,2,1,4401,1
train_full_clean/0048/0048_c3s1_004451_01.jpg,48,3,1,4451,1
train_full_clean/0048/0048_c3s1_004526_01.jpg,48,3,1,4526,1
train_full_clean/0048/0048_c3s1_004626_01.jpg,48,3,1,4626,1
train_full_clean/0048/0048_c3s1_004626_02.jpg,48,3,1,4626,2
train_full_clean/0048/0048_c3s1_004651_01.jpg,48,3,1,4651,1
train_full_clean/0048/0048_c4s1_005526_02.jpg,48,4,1,5526,2
train_full_clean/0048/0048_c4s1_005551_01.jpg,48,4,1,5551,1
train_full_clean/0048/0048_c4s1_005651_01.jpg,48,4,1,5651,1
train_full_clean/0048/0048_c5s1_005001_01.jpg,48,5,1,5001,1
train_full_clean/0048/0048_c5s1_005051_01.jpg,48,5,1,5051,1
train_full_clean/0048/0048_c5s1_005176_01.jpg,48,5,1,5176,1
train_full_clean/0048/0048_c5s1_005251_01.jpg,48,5,1,5251,1
train_full_clean/0048/0048_c5s1_005251_02.jpg,48,5,1,5251,2
train_full_clean/0048/0048_c5s1_005301_02.jpg,48,5,1,5301,2
train_full_clean/0048/0048_c5s1_005401_01.jpg,48,5,1,5401,1
train_full_clean/0048/0048_c5s1_005451_01.jpg,48,5,1,5451,1
train_full_clean/0048/0048_c5s1_005576_01.jpg,48,5,1,5576,1
train_full_clean/0048/0048_c5s1_005576_03.jpg,48,5,1,5576,3
train_full_clean/0048/0048_c5s1_005651_01.jpg,48,5,1,5651,1
train_full_clean/0048/0048_c6s1_005276_01.jpg,48,6,1,5276,1
train_full_clean/0048/0048_c6s1_005326_01.jpg,48,6,1,5326,1
train_full_clean/0048/0048_c6s1_005326_04.jpg,48,6,1,5326,4
train_full_clean/0048/0048_c6s1_005376_01.jpg,48,6,1,5376,1
train_full_clean/0048/0048_c6s1_005376_02.jpg,48,6,1,5376,2
train_full_clean/0052/0052_c2s1_005076_01.jpg,52,2,1,5076,1
train_full_clean/0052/0052_c2s1_005101_01.jpg,52,2,1,5101,1
train_full_clean/0052/0052_c3s1_005251_01.jpg,52,3,1,5251,1
train_full_clean/0052/0052_c3s1_005276_01.jpg,52,3,1,5276,1
train_full_clean/0052/0052_c5s1_005651_02.jpg,52,5,1,5651,2
train_full_clean/0052/0052_c6s1_005801_02.jpg,52,6,1,5801,2
train_full_clean/0052/0052_c6s1_005826_01.jpg,52,6,1,5826,1
train_full_clean/0052/0052_c6s1_005851_01.jpg,52,6,1,5851,1
train_full_clean/0052/0052_c6s1_005876_01.jpg,52,6,1,5876,1
train_full_clean/0052/0052_c6s1_005901_01.jpg,52,6,1,5901,1
train_full_clean/0053/0053_c2s1_005476_02.jpg,53,2,1,5476,2
train_full_clean/0053/0053_c4s1_006101_01.jpg,53,4,1,6101,1
train_full_clean/0053/0053_c4s1_006126_01.jpg,53,4,1,6126,1
train_full_clean/0053/0053_c4s1_006151_01.jpg,53,4,1,6151,1
train_full_clean/0053/0053_c4s1_006151_02.jpg,53,4,1,6151,2
train_full_clean/0056/0056_c1s1_007401_01.jpg,56,1,1,7401,1
train_full_clean/0056/0056_c1s1_007451_01.jpg,56,1,1,7451,1
train_full_clean/0056/0056_c2s1_006551_01.jpg,56,2,1,6551,1
train_full_clean/0056/0056_c3s1_006551_01.jpg,56,3,1,6551,1
train_full_clean/0056/0056_c3s1_006851_02.jpg,56,3,1,6851,2
train_full_clean/0056/0056_c4s1_007701_02.jpg,56,4,1,7701,2
train_full_clean/0056/0056_c4s1_007801_01.jpg,56,4,1,7801,1
train_full_clean/0056/0056_c4s1_009076_01.jpg,56,4,1,9076,1
train_full_clean/0056/0056_c5s1_007326_01.jpg,56,5,1,7326,1
train_full_clean/0056/0056_c5s1_007501_02.jpg,56,5,1,7501,2
train_full_clean/0056/0056_c5s1_007526_01.jpg,56,5,1,7526,1
train_full_clean/0056/0056_c5s1_007626_01.jpg,56,5,1,7626,1
train_full_clean/0057/0057_c1s1_007551_01.jpg,57,1,1,7551,1
train_full_clean/0057/0057_c2s1_006801_02.jpg,57,2,1,6801,2
train_full_clean/0057/0057_c4s1_007501_01.jpg,57,4,1,7501,1
train_full_clean/0057/0057_c4s1_007551_01.jpg,57,4,1,7551,1
train_full_clean/0057/0057_c4s1_008876_02.jpg,57,4,1,8876,2
train_full_clean/0057/0057_c4s1_008901_01.jpg,57,4,1,8901,1
train_full_clean/0057/0057_c5s1_007526_04.jpg,57,5,1,7526,4
train_full_clean/0064/0064_c2s1_008301_01.jpg,64,2,1,8301,1
train_full_clean/0064/0064_c2s1_008326_01.jpg,64,2,1,8326,1
train_full_clean/0064/0064_c2s1_008351_02.jpg,64,2,1,8351,2
train_full_clean/0064/0064_c3s1_008526_01.jpg,64,3,1,8526,1
train_full_clean/0064/0064_c3s1_008551_01.jpg,64,3,1,8551,1
train_full_clean/0064/0064_c6s1_009101_01.jpg,64,6,1,9101,1
